Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
24,2,8,32,32,1,0,1,17,0,1,126,96,6,0,10/29/2020,30,340166,Atrium Health - University,MHPC
0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,10/15/2020,15,340187,WFBMC- Davie MC,THPC
11,2,10,17,18,9,2,4,0,1,0,54,44,8,1,10/6/2020,10,340186,Vidant Beaufort Hospital,EHPC
72,0,8,5,6,3,0,0,0,1,0,53,53,8,1,11/20/2020,0,340020,Central Carolina Hospital,CapRAC
2,2,12,23,26,4,0,0,4,0,3,86,68,10,3,10/13/2020,18,340041,UNC- Caldwell Memorial Hospital,THPC
44,14,134,244,295,22,0,10,2,4,15,783,667,120,51,10/21/2020,116,340061,UNC Medical Center,MCRHC
12,4,27,30,47,39,2,4,3,2,9,449,391,23,17,10/29/2020,58,340032,CaroMont Health,MHPC
12,7,10,10,12,4,0,7,0,4,0,96,75,3,2,10/27/2020,21,340051,Watauga Medical Center,THPC
0,3,22,45,51,18,1,1,3,1,0,269,166,19,6,10/9/2020,103,340015,Novant Health - Rowan Medical Center,THPC
69,9,64,51,69,32,0,10,57,2,26,503,410,55,18,10/17/2020,93,340001,Atrium Health - Cabarrus,MHPC
0,4,9,2,3,0,0,0,0,0,3,30,18,5,1,10/13/2020,12,341319,Transylvania Regional Hospital,MAHPC
12,0,4,4,4,3,0,2,0,0,0,29,20,4,0,11/15/2020,9,341318,Vidant Chowan Hospital,EHPC
281,10,48,109,189,42,0,6,9,11,2,795,601,38,80,11/12/2020,194,340053,Novant Health - Presbyterian,MHPC
0,5,6,4,4,0,0,0,0,1,0,31,16,1,0,11/22/2020,15,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
59,1,10,31,40,8,0,2,3,0,0,246,158,9,9,10/28/2020,88,340171,Novant Health - Matthews,MHPC
23,0,23,14,22,14,0,7,2,2,0,286,181,23,8,10/25/2020,105,340004,WFBMC- High Point MC,THPC
0,0,0,1,1,0,0,0,0,0,0,14,9,0,0,10/7/2020,5,341317,LifeBright Community Hospital of Stokes,THPC
49,0,8,19,21,11,0,3,2,3,0,264,168,8,2,10/24/2020,96,340183,Novant Health - Huntersville,MHPC
83,0,9,12,17,59,1,9,3,8,1,60,60,9,5,10/19/2020,0,340091,Women's Hospital,THPC
0,0,0,1,1,0,0,0,0,1,0,14,10,0,0,10/9/2020,4,341317,LifeBright Community Hospital of Stokes,THPC
48,3,19,30,36,33,1,4,0,2,0,256,199,16,6,11/27/2020,57,340155,Duke Regional Hospital,DHPC
12,0,4,3,4,5,0,2,0,0,0,29,19,4,1,11/29/2020,10,341318,Vidant Chowan Hospital,EHPC
44,23,135,244,295,29,0,15,1,3,9,782,643,112,51,10/31/2020,139,340061,UNC Medical Center,MCRHC
5,0,0,0,1,0,0,0,0,0,0,12,9,0,1,10/5/2020,3,341314,Washington Regional Medical Center,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,1,0,0,10/20/2020,5,341320,Alleghany Memorial Hospital,THPC
5,0,0,0,1,0,0,0,0,0,0,12,8,0,1,11/4/2020,4,341314,Washington Regional Medical Center,EHPC
26,4,10,0,0,0,0,1,3,0,0,110,68,6,0,10/12/2020,42,340109,Sentara Albemarle Medical Center,EHPC
72,0,8,5,6,2,0,1,0,0,0,53,53,8,1,10/10/2020,0,340020,Central Carolina Hospital,CapRAC
58,4,19,9,9,7,0,7,0,1,0,90,54,15,0,11/5/2020,36,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
5,0,0,0,1,0,0,0,2,0,0,12,10,0,1,11/28/2020,2,341314,Washington Regional Medical Center,EHPC
20,3,23,47,56,15,0,2,0,5,0,309,230,20,9,11/13/2020,79,340131,CarolinaEast Medical Center,EHPC
,,,,,,,,,,,,,,,10/23/2020,,101,Naval Medical Center Camp Lejeune,SHPR
0,2,9,3,3,2,0,0,1,1,1,37,16,7,0,11/12/2020,21,341326,Angel Medical Center,MAHPC
12,4,10,10,12,1,0,5,0,1,0,96,78,6,2,10/24/2020,18,340051,Watauga Medical Center,THPC
12,4,27,28,47,42,1,6,1,5,2,437,359,23,19,10/28/2020,78,340032,CaroMont Health,MHPC
281,11,48,107,187,33,1,5,11,4,0,795,628,37,80,10/26/2020,167,340053,Novant Health - Presbyterian,MHPC
0,7,22,48,51,8,1,2,3,0,0,269,170,15,3,10/28/2020,99,340015,Novant Health - Rowan Medical Center,THPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/16/2020,18,340156,Cherokee Indian Hospital,MAHPC
0,4,14,20,26,2,0,0,0,2,0,261,135,10,6,11/16/2020,126,340027,UNC Lenoir Hospital,EHPC
10,1,18,34,42,26,0,6,19,2,8,203,154,17,8,10/28/2020,49,340021,Atrium Health - Cleveland,MHPC
22,15,59,29,34,18,0,9,0,2,6,177,114,44,5,11/1/2020,63,340090,Johnston UNC Health Care,CapRAC
29,5,5,26,26,6,0,0,1,3,0,114,55,0,0,11/16/2020,59,340158,Novant Health - Brunswick MC,SHPR
18,2,6,5,7,1,0,0,1,0,2,18,12,4,2,11/17/2020,6,340133,Martin General Hospital,EHPC
277,0,110,70,130,51,0,15,0,3,3,873,817,110,60,11/20/2020,56,340030,Duke University Hospital,DHPC
12,0,0,2,2,0,0,0,0,0,0,6,6,0,0,10/30/2020,0,341304,Vidant Bertie Hospital,EHPC
37,6,12,11,14,0,0,1,1,0,2,142,127,6,3,10/6/2020,15,340042,Onslow Memorial Hospital,EHPC
63,6,17,32,43,25,1,1,0,6,13,250,126,11,11,11/12/2020,124,340010,Wayne UNC Health Care,EHPC
11,6,13,21,25,13,0,4,2,2,1,155,88,7,4,11/19/2020,67,340085,Novant Health - Thomasville MC,THPC
23,0,8,5,9,25,0,5,0,1,0,60,60,8,4,10/25/2020,0,340107,Vidant Edgecombe Hospital,EHPC
0,1,8,22,35,0,0,0,1,0,0,93,58,7,13,11/20/2020,35,342014,Highsmith-Rainey Specialty Hospital,MCRHC
69,16,64,52,69,17,1,4,45,2,20,503,373,48,17,10/9/2020,130,340001,Atrium Health - Cabarrus,MHPC
0,0,0,15,15,0,0,0,0,0,0,38,11,0,0,10/31/2020,27,340148,Novant Health - Medical Park Hospital,THPC
12,4,23,29,39,35,1,2,1,5,9,407,341,19,10,10/7/2020,66,340032,CaroMont Health,MHPC
20,9,23,52,56,18,0,3,0,5,0,309,217,14,4,11/18/2020,92,340131,CarolinaEast Medical Center,EHPC
35,3,16,11,26,34,2,7,3,3,1,200,131,13,15,11/23/2020,69,340143,Catawba Valley Medical Center,THPC
10,3,7,18,18,3,0,0,2,0,0,77,31,4,0,11/29/2020,46,340190,Novant Health - Mint Hill,THPC
,,,,,,,,,,,,,,,11/19/2020,,100,Durham VA,DHPC
72,0,8,6,6,0,0,1,1,0,1,53,52,8,0,10/2/2020,1,340020,Central Carolina Hospital,CapRAC
4,3,8,5,6,7,0,2,0,1,0,53,40,5,1,10/14/2020,13,340115,FirstHealth Richmond Memorial Hospital,MCRHC
7,0,0,4,4,0,0,0,0,0,0,18,11,0,0,11/20/2020,7,341307,Pender Memorial Hospital,SHPR
36,3,10,20,22,12,1,1,14,0,5,113,59,7,2,11/16/2020,54,340145,Atrium Health - Lincoln,MHPC
41,16,22,32,37,2,0,1,19,0,6,148,69,6,5,10/5/2020,79,340017,Pardee Hospital,MAHPC
,,,,,,,,,,,,,,,10/4/2020,,340023,Park Ridge Health (Advent Health),MAHPC
12,0,10,4,13,2,0,6,0,2,0,96,86,10,9,11/17/2020,10,340051,Watauga Medical Center,THPC
10,4,7,18,18,2,0,0,1,0,0,77,37,3,0,10/9/2020,40,340190,Novant Health - Mint Hill,THPC
41,17,22,35,37,8,0,0,1,0,1,147,62,5,2,11/30/2020,85,340017,Pardee Hospital,MAHPC
59,0,10,32,40,12,0,1,3,3,1,246,154,10,8,10/26/2020,92,340171,Novant Health - Matthews,MHPC
10,1,7,17,18,10,0,0,1,1,0,77,39,6,1,11/20/2020,38,340190,Novant Health - Mint Hill,THPC
136,8,76,98,123,49,0,17,2,1,8,568,468,68,25,11/21/2020,100,340069,Wake Medical Center,CapRAC
0,2,9,3,3,0,0,0,2,0,2,30,21,7,0,11/10/2020,9,341319,Transylvania Regional Hospital,MAHPC
6,0,0,10,10,0,0,0,7,0,1,59,32,0,0,10/27/2020,27,340037,Atrium Health - Kings Mountain,MHPC
10,39,181,117,134,13,1,4,3,3,13,459,359,142,17,10/20/2020,100,340114,UNC Rex Hospital,MCRHC
44,3,6,4,7,0,0,2,0,0,0,88,58,3,3,11/13/2020,30,340023,Park Ridge Health (Advent Health),MAHPC
25,16,24,21,24,15,0,4,0,1,0,204,148,8,3,10/5/2020,56,340116,Frye Regional MC,THPC
10,2,10,12,12,1,0,2,3,1,2,89,77,8,0,10/12/2020,12,340142,Carteret General Hospital,EHPC
8,0,0,5,5,0,0,0,1,0,0,17,4,0,0,10/15/2020,13,341324,The Outer Banks Hospital,EHPC
10,3,6,8,8,0,0,1,2,0,0,48,37,3,0,11/5/2020,11,340127,Granville Health System,DHPC
0,5,9,3,3,0,0,0,0,0,0,30,19,4,0,10/20/2020,11,341319,Transylvania Regional Hospital,MAHPC
58,0,19,7,9,10,0,10,0,2,0,89,58,19,2,11/16/2020,31,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
44,8,14,9,9,5,0,1,0,4,0,163,79,6,0,10/10/2020,84,340151,Vidant - North,EHPC
5,0,0,0,1,2,0,0,0,0,0,12,8,0,1,10/20/2020,4,341314,Washington Regional Medical Center,EHPC
57,2,12,9,10,2,0,0,6,1,0,53,43,10,1,10/29/2020,10,340091,Cone Health Annie Penn Hospital,THPC
12,2,27,30,47,37,2,3,1,4,5,416,382,25,17,11/11/2020,34,340032,CaroMont Health,MHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/30/2020,0,341316,Highlands Cashiers Hospital,MAHPC
23,0,8,5,9,20,0,4,0,4,0,60,60,8,4,10/24/2020,0,340107,Vidant Edgecombe Hospital,EHPC
16,3,10,10,12,7,0,3,0,1,0,110,79,7,2,11/24/2020,31,340184,Haywood Hospital,MAHPC
5,0,0,5,5,0,0,0,0,0,0,54,37,0,0,10/11/2020,17,340123,Randolph Hospital,THPC
81,0,6,12,17,61,0,6,4,6,0,62,62,6,5,10/20/2020,0,340091,Women's Hospital,THPC
60,16,120,94,181,32,0,9,0,4,0,888,818,104,87,11/8/2020,70,340040,Vidant Medical Center,EHPC
24,1,20,9,10,1,0,1,6,1,1,151,119,19,1,10/10/2020,32,340091,Cone Health Wesley Long Hospital,THPC
64,3,15,23,25,6,0,1,0,0,0,181,136,12,2,11/25/2020,45,340073,Duke Raleigh Hospital,DHPC
429,32,62,96,120,18,0,6,2,1,22,764,592,30,24,10/1/2020,172,340141,New Hanover Regional MC,SHPR
44,16,121,118,188,66,2,16,133,5,41,871,727,105,70,11/16/2020,144,340113,Atrium Health - Main,MHPC
12,0,0,2,2,0,0,0,0,0,0,6,4,0,0,10/31/2020,2,341304,Vidant Bertie Hospital,EHPC
0,1,8,24,35,0,0,0,0,0,0,93,56,7,11,10/21/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
44,16,134,240,295,26,1,12,17,3,40,781,639,118,55,10/6/2020,142,340061,UNC Medical Center,MCRHC
56,0,8,10,10,9,0,4,0,3,0,67,33,8,0,10/30/2020,34,340024,Sampson Regional Medical Center,MCRHC
12,2,6,12,12,0,0,0,0,0,0,68,54,4,0,10/20/2020,14,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
100,0,8,12,17,42,2,7,2,3,0,43,43,8,5,10/1/2020,0,340091,Women's Hospital,THPC
0,0,6,2,2,0,0,0,0,0,0,19,11,6,0,11/15/2020,8,341322,St. Lukes Hospital,MAHPC
0,0,0,0,0,0,0,0,0,0,0,45,19,0,0,10/8/2020,26,340187,WFBMC- Davie MC,THPC
6,0,0,10,10,0,0,0,5,0,2,59,39,0,0,10/5/2020,20,340037,Atrium Health - Kings Mountain,MHPC
25,5,8,14,14,1,0,1,0,0,0,88,36,3,0,10/12/2020,52,340144,Davis Regional MC,THPC
0,2,8,0,8,6,0,1,4,2,3,120,57,6,8,10/17/2020,63,340064,WFBMC - Wilkes Regional MC,THPC
,,,,,,,,,,,,,,,10/17/2020,,341314,Washington Regional Medical Center,EHPC
20,1,6,2,4,4,0,3,0,2,0,18,11,5,2,11/26/2020,7,340159,Person Memorial Hospital,DHPC
72,1,8,5,6,0,0,3,0,0,0,53,44,7,1,10/18/2020,9,340020,Central Carolina Hospital,CapRAC
24,0,8,28,31,3,0,1,20,0,4,126,92,8,3,11/18/2020,34,340166,Atrium Health - University,MHPC
0,2,8,24,35,0,0,0,0,0,0,93,56,6,11,11/8/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
281,17,48,105,189,44,0,9,7,6,1,795,622,31,84,11/13/2020,173,340053,Novant Health - Presbyterian,MHPC
11,0,0,0,0,1,0,0,0,0,0,12,9,0,0,11/1/2020,3,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
12,8,27,35,47,63,2,1,0,7,6,418,369,19,12,10/15/2020,49,340032,CaroMont Health,MHPC
18,4,30,40,52,30,0,8,46,4,23,281,265,26,12,11/11/2020,16,340098,Atrium Health - Pineville,MHPC
59,3,10,35,39,4,0,0,4,2,1,246,155,7,4,10/5/2020,91,340171,Novant Health - Matthews,MHPC
12,7,27,34,44,51,1,3,1,11,5,406,329,20,10,10/11/2020,77,340032,CaroMont Health,MHPC
10,3,10,11,12,1,0,2,0,1,0,89,79,7,1,11/11/2020,10,340142,Carteret General Hospital,EHPC
35,4,16,15,26,27,0,7,1,4,1,200,121,12,11,10/18/2020,79,340143,Catawba Valley Medical Center,THPC
0,4,6,2,2,0,0,0,0,0,0,19,7,2,0,11/22/2020,12,341322,St. Lukes Hospital,MAHPC
0,21,91,47,91,33,2,9,29,3,9,717,586,70,44,11/9/2020,131,340002,Mission Health Hospital,MAHPC
0,5,18,0,7,1,0,0,1,0,0,113,49,13,7,10/17/2020,64,340096,WFBMC - Lexington MC,THPC
56,0,8,9,10,9,0,3,0,3,0,67,35,8,1,10/31/2020,32,340024,Sampson Regional Medical Center,MCRHC
0,25,91,57,91,33,0,7,29,7,14,712,587,66,34,10/30/2020,125,340002,Mission Health Hospital,MAHPC
0,6,10,8,9,12,0,0,10,3,10,125,50,4,1,10/8/2020,75,340013,Rutherford Regional Hospital,MAHPC
0,9,38,12,27,43,0,11,0,5,2,331,276,29,15,10/25/2020,55,340115,FirstHealth Moore Regional Hospital,MCRHC
5,1,9,8,12,0,0,3,0,0,0,95,68,8,4,11/9/2020,27,340016,Harris Hosptial,MAHPC
177,37,135,32,105,26,1,9,4,4,0,938,647,98,73,11/4/2020,291,340047,Wake Forest Baptist MC – Winston Campus,THPC
69,0,64,46,66,55,0,10,28,10,8,503,503,64,20,11/29/2020,0,340001,Atrium Health - Cabarrus,MHPC
11,5,13,19,25,5,0,0,2,0,0,155,76,8,6,10/26/2020,79,340085,Novant Health - Thomasville MC,THPC
58,2,19,8,9,10,0,10,0,3,0,88,49,17,1,11/11/2020,39,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
0,5,10,7,7,2,0,2,5,2,0,78,38,5,0,10/4/2020,40,340003,Northern Regional Hospital,THPC
20,6,23,50,56,26,0,5,0,6,0,309,260,17,6,10/6/2020,49,340131,CarolinaEast Medical Center,EHPC
,,,,,,,,,,,,,,,10/6/2020,,101,Naval Medical Center Camp Lejeune,SHPR
0,2,8,5,8,10,0,4,1,1,0,118,58,6,3,11/2/2020,60,340064,WFBMC - Wilkes Regional MC,THPC
18,3,14,34,37,8,1,3,25,0,4,176,120,11,3,10/27/2020,56,340130,Atrium Health - Union,MHPC
,,,,,,,,,,,,,,,11/26/2020,,102,Womack Army Medical Center,MCRHC
48,1,19,30,36,11,0,4,0,1,1,297,237,18,6,10/1/2020,60,340155,Duke Regional Hospital,DHPC
16,0,8,9,13,26,1,3,0,8,0,104,85,8,4,11/26/2020,19,340008,Scotland Health Care System,MHPC
44,14,121,144,215,93,1,21,63,6,18,871,740,107,71,11/30/2020,131,340113,Atrium Health - Main,MHPC
41,15,22,35,37,6,0,4,5,1,5,148,68,7,2,10/2/2020,80,340017,Pardee Hospital,MAHPC
44,8,14,8,9,7,0,0,0,0,0,163,92,6,1,10/25/2020,71,340151,Vidant - North,EHPC
21,0,20,7,10,14,0,2,18,6,3,154,123,20,3,11/19/2020,31,340091,Cone Health Wesley Long Hospital,THPC
7,0,0,4,4,0,0,0,1,0,0,18,14,0,0,11/16/2020,4,341307,Pender Memorial Hospital,SHPR
0,0,0,2,2,2,0,0,1,0,2,32,7,0,0,10/12/2020,25,341329,Blue Ridge Regional Hospital,MAHPC
10,5,7,18,18,0,0,0,4,0,0,77,21,2,0,11/8/2020,56,340190,Novant Health - Mint Hill,THPC
8,0,8,3,5,0,0,4,8,1,4,33,33,8,2,10/1/2020,0,340071,Harnett Health - Central Harnett Hospital,CapRAC
0,3,9,3,3,3,0,0,0,0,1,37,11,6,0,10/25/2020,26,341326,Angel Medical Center,MAHPC
0,2,14,16,26,21,0,0,1,2,0,261,129,12,10,11/26/2020,132,340027,UNC Lenoir Hospital,EHPC
16,0,4,6,6,2,0,0,0,0,1,20,18,4,0,11/10/2020,2,341311,UNC Chatham Hospital,MCRHC
60,21,120,75,160,66,0,14,0,6,0,888,818,99,85,10/12/2020,70,340040,Vidant Medical Center,EHPC
32,7,21,37,45,39,1,9,0,4,7,277,143,14,8,10/28/2020,134,340147,Nash Health Care System,EHPC
0,3,9,3,3,0,0,0,4,0,0,30,16,6,0,11/2/2020,14,341319,Transylvania Regional Hospital,MAHPC
29,5,5,26,26,1,0,0,0,1,0,114,63,0,0,11/13/2020,51,340158,Novant Health - Brunswick MC,SHPR
36,6,10,17,18,8,0,3,10,0,5,113,61,4,1,10/3/2020,52,340145,Atrium Health - Lincoln,MHPC
0,6,10,7,9,9,0,2,11,0,11,125,51,4,2,10/20/2020,74,340013,Rutherford Regional Hospital,MAHPC
18,5,30,38,51,12,1,4,29,0,12,281,239,25,13,10/2/2020,42,340098,Atrium Health - Pineville,MHPC
0,1,8,6,8,6,0,5,3,0,2,116,41,7,2,10/30/2020,75,340064,WFBMC - Wilkes Regional MC,THPC
11,0,0,2,2,0,0,0,0,0,0,12,5,0,0,10/14/2020,7,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
56,2,8,9,10,12,1,5,4,3,3,67,22,6,1,11/15/2020,45,340024,Sampson Regional Medical Center,MCRHC
57,1,12,7,10,0,0,0,10,0,2,53,46,11,3,11/11/2020,7,340091,Cone Health Annie Penn Hospital,THPC
0,0,0,2,2,0,0,0,6,0,1,15,6,0,0,10/30/2020,9,340084,Atrium Health - Anson,MHPC
72,0,8,5,6,6,0,1,0,1,0,53,52,8,1,11/13/2020,1,340020,Central Carolina Hospital,CapRAC
27,0,0,13,13,2,0,0,1,0,0,42,36,0,0,11/26/2020,6,340014,Novant Health - Forsyth MC,THPC
36,1,10,21,22,15,0,6,8,0,4,113,65,9,1,10/18/2020,48,340145,Atrium Health - Lincoln,MHPC
0,0,0,15,15,0,0,0,0,0,0,38,20,0,0,11/10/2020,18,340148,Novant Health - Medical Park Hospital,THPC
21,2,20,10,10,2,0,0,14,1,2,154,120,18,0,10/25/2020,34,340091,Cone Health Wesley Long Hospital,THPC
0,0,0,1,1,0,0,0,2,0,1,14,11,0,0,11/13/2020,3,341317,LifeBright Community Hospital of Stokes,THPC
16,0,8,8,13,15,0,3,0,3,0,111,102,8,5,11/10/2020,9,340008,Scotland Health Care System,MHPC
0,2,8,0,8,8,0,2,1,2,0,112,48,6,8,11/26/2020,64,340064,WFBMC - Wilkes Regional MC,THPC
281,14,48,94,189,46,0,6,3,7,0,795,599,34,95,11/28/2020,196,340053,Novant Health - Presbyterian,MHPC
14,0,0,5,5,1,0,0,3,0,0,17,8,0,0,11/23/2020,9,341324,The Outer Banks Hospital,EHPC
43,3,20,17,22,9,0,2,16,6,3,195,107,17,5,11/20/2020,88,340070,Alamance Regional Medical Center,MCRHC
,,,,,,,,,,,,,,,11/15/2020,,102,Womack Army Medical Center,MCRHC
5,0,0,0,1,0,0,0,0,0,1,12,7,0,1,10/8/2020,5,341314,Washington Regional Medical Center,EHPC
25,5,8,14,14,1,0,0,0,0,0,88,45,3,0,11/8/2020,43,340144,Davis Regional MC,THPC
30,3,8,8,12,6,0,0,0,2,0,77,45,5,4,11/6/2020,32,340132,Maria Parham Medical Center,DHPC
19,5,20,17,22,1,0,0,12,0,2,219,139,15,5,11/3/2020,80,340070,Alamance Regional Medical Center,MCRHC
21,4,20,8,10,1,0,1,13,1,1,154,109,16,2,11/6/2020,45,340091,Cone Health Wesley Long Hospital,THPC
7,1,9,10,10,8,0,3,2,3,2,34,33,8,0,11/4/2020,1,340120,Vidant Duplin Hospital,EHPC
63,3,17,24,43,29,1,0,2,0,2,250,126,14,19,10/26/2020,124,340010,Wayne UNC Health Care,EHPC
0,5,22,42,51,15,0,3,1,0,1,269,173,17,9,10/14/2020,96,340015,Novant Health - Rowan Medical Center,THPC
,,,,,,,,,,,,,,,10/30/2020,,101,Naval Medical Center Camp Lejeune,SHPR
0,5,6,2,2,0,0,0,0,0,1,19,6,1,0,11/5/2020,13,341322,St. Lukes Hospital,MAHPC
5,1,3,11,11,1,0,0,0,0,0,58,39,2,0,10/26/2020,19,340123,Randolph Hospital,THPC
16,0,8,10,13,14,1,4,0,3,0,104,71,8,3,10/17/2020,33,340008,Scotland Health Care System,MHPC
22,11,59,30,34,25,0,4,0,2,14,177,125,48,4,11/19/2020,52,340090,Johnston UNC Health Care,CapRAC
12,0,0,2,2,0,0,0,0,0,0,6,5,0,0,11/24/2020,1,341304,Vidant Bertie Hospital,EHPC
16,1,8,10,13,17,0,2,0,5,0,104,72,7,3,10/19/2020,32,340008,Scotland Health Care System,MHPC
0,0,0,1,1,0,0,0,2,1,0,14,11,0,0,11/14/2020,3,341317,LifeBright Community Hospital of Stokes,THPC
69,20,64,54,69,26,0,7,45,3,12,503,387,44,15,10/11/2020,116,340001,Atrium Health - Cabarrus,MHPC
,,,,,,,,,,,,,,,11/1/2020,,340023,Park Ridge Health (Advent Health),MAHPC
44,9,121,105,188,37,1,12,87,4,36,871,763,112,83,10/13/2020,108,340113,Atrium Health - Main,MHPC
29,2,8,14,15,16,0,2,0,1,0,81,56,6,1,11/5/2020,25,340097,Hugh Chatham Memorial Hospital,THPC
0,6,10,9,9,11,0,3,3,1,3,125,43,4,0,10/9/2020,82,340013,Rutherford Regional Hospital,MAHPC
10,1,10,14,16,4,0,1,12,1,4,84,58,9,2,10/6/2020,26,340119,Atrium Health - Stanly,MHPC
83,0,13,10,17,61,1,13,10,8,0,60,60,13,7,10/30/2020,0,340091,Women's Hospital,THPC
277,24,112,60,130,33,0,5,0,1,1,875,822,88,70,10/28/2020,53,340030,Duke University Hospital,DHPC
60,24,120,91,181,42,0,9,0,3,0,888,803,96,90,11/19/2020,85,340040,Vidant Medical Center,EHPC
44,7,14,9,9,20,0,4,0,5,0,163,111,7,0,11/24/2020,52,340151,Vidant - North,EHPC
0,9,9,3,3,0,0,0,1,0,2,30,13,0,0,10/19/2020,17,341319,Transylvania Regional Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/10/2020,0,341316,Highlands Cashiers Hospital,MAHPC
69,18,64,54,69,24,0,7,62,2,23,503,417,46,15,10/6/2020,86,340001,Atrium Health - Cabarrus,MHPC
0,4,4,3,3,0,0,0,0,0,1,27,22,0,0,11/17/2020,5,341315,Cape Fear Valley Bladen Hospital,SHPR
2,1,12,24,26,3,0,0,3,1,0,86,44,11,2,10/2/2020,42,340041,UNC- Caldwell Memorial Hospital,THPC
429,32,62,93,120,14,0,6,4,0,17,764,549,30,27,10/3/2020,215,340141,New Hanover Regional MC,SHPR
281,12,48,103,187,33,0,5,6,5,1,795,606,36,84,10/24/2020,189,340053,Novant Health - Presbyterian,MHPC
23,3,24,13,22,19,2,6,2,5,1,286,196,21,9,11/19/2020,90,340004,WFBMC- High Point MC,THPC
29,2,5,26,26,17,0,3,1,1,0,114,81,3,0,10/23/2020,33,340158,Novant Health - Brunswick MC,SHPR
8,0,8,5,5,1,1,1,10,0,6,37,36,8,0,11/13/2020,1,340071,Harnett Health - Central Harnett Hospital,CapRAC
7,4,9,10,10,5,0,2,2,0,0,34,28,5,0,10/15/2020,6,340120,Vidant Duplin Hospital,EHPC
37,4,12,9,14,0,1,0,8,1,3,142,134,8,5,11/10/2020,8,340042,Onslow Memorial Hospital,EHPC
5,0,0,5,5,1,0,0,1,0,1,54,44,0,0,10/9/2020,10,340123,Randolph Hospital,THPC
11,0,0,2,2,0,0,0,0,0,0,12,1,0,0,10/1/2020,11,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
18,7,20,15,22,4,0,0,7,0,0,220,119,13,7,10/5/2020,101,340070,Alamance Regional Medical Center,MCRHC
10,0,8,9,9,1,0,2,0,0,0,78,63,8,0,10/6/2020,15,340099,Vidant Roanoke Chowan Hospital,EHPC
0,2,9,3,3,1,0,0,5,0,0,37,13,7,0,10/1/2020,24,341326,Angel Medical Center,MAHPC
5,0,0,0,1,0,0,0,0,0,0,12,11,0,1,11/9/2020,1,341314,Washington Regional Medical Center,EHPC
20,3,6,4,4,0,0,0,1,0,0,18,14,3,0,10/16/2020,4,340159,Person Memorial Hospital,DHPC
0,0,0,15,15,0,0,0,0,0,0,38,17,0,0,10/20/2020,21,340148,Novant Health - Medical Park Hospital,THPC
49,1,8,18,22,14,1,3,0,1,0,264,140,7,4,11/27/2020,124,340183,Novant Health - Huntersville,MHPC
29,3,8,15,15,18,0,3,0,6,0,81,47,5,0,11/7/2020,34,340097,Hugh Chatham Memorial Hospital,THPC
177,25,126,42,105,46,0,8,3,5,3,922,670,101,63,11/24/2020,252,340047,Wake Forest Baptist MC – Winston Campus,THPC
44,15,121,101,188,49,0,15,62,6,16,871,751,106,87,10/24/2020,120,340113,Atrium Health - Main,MHPC
24,3,20,9,10,5,0,0,9,2,1,151,133,17,1,10/30/2020,18,340091,Cone Health Wesley Long Hospital,THPC
30,2,112,116,201,69,2,25,21,9,3,1037,751,110,85,10/30/2020,286,340014,Novant Health - Forsyth MC,THPC
0,4,4,4,4,2,0,0,1,0,1,49,11,0,0,11/20/2020,38,340188,Cape Fear Valley Hoke Hospital,MCRHC
25,10,24,19,24,22,2,7,0,3,0,204,161,14,5,11/6/2020,43,340116,Frye Regional MC,THPC
0,2,9,3,3,2,0,2,2,0,2,30,22,7,0,10/7/2020,8,341319,Transylvania Regional Hospital,MAHPC
54,1,9,5,5,0,0,5,0,1,2,108,107,8,0,10/2/2020,1,340060,UNC Rockingham Hospital,THPC
29,5,5,26,26,7,0,0,4,0,0,114,71,0,0,11/25/2020,43,340158,Novant Health - Brunswick MC,SHPR
56,4,8,10,10,7,0,3,1,3,1,67,28,4,0,11/21/2020,39,340024,Sampson Regional Medical Center,MCRHC
