Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
0,0,0,2,2,1,0,0,0,0,0,32,9,0,0,10/13/2020,23,341329,Blue Ridge Regional Hospital,MAHPC
56,5,8,10,10,3,0,1,0,1,0,68,20,3,0,10/7/2020,48,340024,Sampson Regional Medical Center,MCRHC
37,3,12,12,14,0,1,2,5,0,3,142,125,9,2,10/23/2020,17,340042,Onslow Memorial Hospital,EHPC
10,7,10,12,12,7,0,0,0,0,0,89,65,3,0,10/4/2020,24,340142,Carteret General Hospital,EHPC
1,0,0,2,2,0,0,0,0,0,0,17,8,0,0,10/14/2020,9,341305,Swain Hospital,MAHPC
281,7,48,103,187,20,1,3,10,2,0,827,635,41,84,10/12/2020,192,340053,Novant Health - Presbyterian,MHPC
143,4,65,21,52,41,0,6,2,2,14,630,520,61,31,10/29/2020,110,340028,Cape Fear Valley Medical Center,MCRHC
0,0,0,1,1,0,0,0,1,0,0,14,5,0,0,10/27/2020,9,341317,LifeBright Community Hospital of Stokes,THPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/6/2020,18,340156,Cherokee Indian Hospital,MAHPC
18,1,14,34,38,12,0,5,26,1,12,176,139,13,4,10/20/2020,37,340130,Atrium Health - Union,MHPC
0,5,17,5,6,0,0,0,1,0,0,112,42,12,1,10/9/2020,70,340096,WFBMC - Lexington MC,THPC
10,0,8,9,9,1,0,2,0,1,0,78,64,8,0,10/8/2020,14,340099,Vidant Roanoke Chowan Hospital,EHPC
1,0,0,2,2,0,0,0,0,0,0,17,9,0,0,10/7/2020,8,341305,Swain Hospital,MAHPC
29,0,8,13,15,18,0,4,0,5,0,81,68,8,2,10/30/2020,13,340097,Hugh Chatham Memorial Hospital,THPC
22,16,59,30,34,18,0,8,0,0,6,177,114,43,4,10/18/2020,63,340090,Johnston UNC Health Care,CapRAC
4,2,8,6,6,9,0,3,0,1,1,53,35,6,0,10/2/2020,18,340115,FirstHealth Richmond Memorial Hospital,MCRHC
18,2,6,5,7,4,0,1,1,1,0,18,15,4,2,10/8/2020,3,340133,Martin General Hospital,EHPC
16,1,4,6,6,0,0,0,0,0,1,20,11,3,0,10/28/2020,9,341311,UNC Chatham Hospital,MCRHC
,,,,,,,,,,,,,,,10/3/2020,,340097,Hugh Chatham Memorial Hospital,THPC
27,0,0,13,13,2,0,0,0,0,0,42,26,0,0,10/28/2020,16,340014,Novant Health - Forsyth MC,THPC
41,15,22,35,37,4,0,1,0,0,4,147,64,7,2,10/28/2020,83,340017,Pardee Hospital,MAHPC
31,0,4,23,24,3,0,0,3,2,1,66,48,4,1,10/29/2020,18,340014,Novant Health - Forsyth MC,THPC
0,1,25,19,27,38,0,10,0,3,0,295,171,24,8,10/19/2020,124,340050,Southeastern Regional Medical Center,DHPC
44,2,6,5,7,0,0,3,1,0,0,88,49,4,2,10/16/2020,39,340023,Park Ridge Health (Advent Health),MAHPC
30,2,8,8,12,5,0,1,0,0,0,77,56,6,4,10/19/2020,21,340132,Maria Parham Medical Center,DHPC
,,,,,,,,,,,,,,,10/3/2020,,340109,Sentara Albemarle Medical Center,EHPC
60,26,120,65,150,64,0,12,0,5,0,888,837,94,85,10/1/2020,51,340040,Vidant Medical Center,EHPC
0,2,8,22,35,0,0,0,0,0,0,93,55,6,13,10/30/2020,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
177,38,126,37,105,32,0,13,2,6,0,940,627,88,68,10/22/2020,313,340047,Wake Forest Baptist MC – Winston Campus,THPC
30,3,8,11,12,3,0,2,0,2,0,77,51,5,1,10/3/2020,26,340132,Maria Parham Medical Center,DHPC
28,4,6,4,4,1,0,1,0,0,0,31,17,2,0,10/6/2020,14,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
20,2,23,47,56,35,0,6,0,3,0,309,275,21,9,10/19/2020,34,340131,CarolinaEast Medical Center,EHPC
29,0,8,14,15,15,0,3,0,2,0,81,55,8,1,10/25/2020,26,340097,Hugh Chatham Memorial Hospital,THPC
16,0,8,9,13,19,0,4,0,2,0,104,94,8,4,10/20/2020,10,340008,Scotland Health Care System,MHPC
,,,,,,,,,,,,,,,10/27/2020,,101,Naval Medical Center Camp Lejeune,SHPR
23,2,24,9,22,15,0,8,0,1,0,288,199,22,13,10/28/2020,89,340004,WFBMC- High Point MC,THPC
0,2,8,24,35,0,0,0,0,0,0,93,56,6,11,10/25/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
20,1,6,4,4,3,0,1,2,1,0,18,17,5,0,10/12/2020,1,340159,Person Memorial Hospital,DHPC
0,1,6,2,2,3,0,2,0,1,0,25,13,5,0,10/4/2020,12,341322,St. Lukes Hospital,MAHPC
58,3,19,8,9,9,0,9,0,4,0,84,53,16,1,10/12/2020,31,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
44,7,121,92,188,51,2,13,83,2,23,871,802,114,96,10/21/2020,69,340113,Atrium Health - Main,MHPC
143,3,65,26,52,41,0,6,7,6,25,633,499,62,26,10/12/2020,134,340028,Cape Fear Valley Medical Center,MCRHC
36,0,10,21,22,19,0,7,16,3,4,113,69,10,1,10/19/2020,44,340145,Atrium Health - Lincoln,MHPC
0,0,0,1,1,0,0,0,0,0,0,14,4,0,0,10/19/2020,10,341317,LifeBright Community Hospital of Stokes,THPC
10,1,18,31,42,29,0,7,17,0,9,203,133,17,11,10/23/2020,70,340021,Atrium Health - Cleveland,MHPC
0,0,0,0,0,0,0,0,0,0,0,45,21,0,0,10/6/2020,24,340187,WFBMC- Davie MC,THPC
58,9,19,7,9,6,0,6,0,2,0,72,50,10,2,10/25/2020,22,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
72,0,8,5,6,2,0,2,0,2,0,53,53,8,1,10/24/2020,0,340020,Central Carolina Hospital,CapRAC
11,4,13,18,25,1,0,0,1,0,1,155,76,9,7,10/12/2020,79,340085,Novant Health - Thomasville MC,THPC
49,0,0,7,7,0,0,0,0,0,0,27,20,0,0,10/9/2020,7,341325,Ashe Memorial Hospital,THPC
18,6,20,17,22,2,0,1,5,0,1,220,136,14,5,10/14/2020,84,340070,Alamance Regional Medical Center,MCRHC
0,2,8,26,35,0,0,0,0,0,0,93,54,6,9,10/7/2020,39,342014,Highsmith-Rainey Specialty Hospital,MCRHC
8,5,8,5,5,0,0,1,2,1,1,30,20,3,0,10/30/2020,10,340071,Harnett Health - Central Harnett Hospital,CapRAC
16,0,0,3,3,1,0,0,0,0,0,55,23,0,0,10/19/2020,32,340069,Wake Medical Center,CapRAC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/3/2020,18,340156,Cherokee Indian Hospital,MAHPC
11,0,0,2,2,0,0,0,0,0,0,12,6,0,0,10/8/2020,6,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
0,9,9,3,3,0,0,0,0,0,0,30,12,0,0,10/18/2020,18,341319,Transylvania Regional Hospital,MAHPC
143,7,65,32,52,37,1,3,7,3,21,627,514,58,20,10/15/2020,113,340028,Cape Fear Valley Medical Center,MCRHC
6,0,0,10,10,0,0,0,3,0,0,59,28,0,0,10/28/2020,31,340037,Atrium Health - Kings Mountain,MHPC
0,0,0,0,0,0,0,0,0,0,0,45,14,0,0,10/9/2020,31,340187,WFBMC- Davie MC,THPC
56,2,8,10,10,7,0,1,1,3,1,67,37,6,0,10/28/2020,30,340024,Sampson Regional Medical Center,MCRHC
32,54,181,114,134,13,0,5,8,1,32,432,315,127,20,10/10/2020,117,340114,UNC Rex Hospital,MCRHC
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,10/22/2020,18,341327,Dosher Memorial Hospital,SHPR
18,2,6,5,7,3,0,2,0,2,2,18,13,4,2,10/6/2020,5,340133,Martin General Hospital,EHPC
7,0,0,4,4,0,0,0,0,0,0,18,14,0,0,10/29/2020,4,341307,Pender Memorial Hospital,SHPR
43,5,6,4,4,1,1,1,0,0,0,31,14,1,0,10/2/2020,17,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,4,25,17,27,33,0,8,0,4,0,295,166,21,10,10/16/2020,129,340050,Southeastern Regional Medical Center,DHPC
177,31,129,53,105,26,1,12,3,1,1,947,654,98,52,10/15/2020,293,340047,Wake Forest Baptist MC – Winston Campus,THPC
14,1,10,17,18,9,0,5,0,1,0,54,50,9,1,10/30/2020,4,340186,Vidant Beaufort Hospital,EHPC
136,8,76,97,123,18,0,11,5,1,7,522,454,68,26,10/3/2020,68,340069,Wake Medical Center,CapRAC
11,2,10,18,18,10,0,4,0,2,0,54,48,8,0,10/11/2020,6,340186,Vidant Beaufort Hospital,EHPC
29,0,8,15,15,12,0,2,0,3,0,81,53,8,0,10/24/2020,28,340097,Hugh Chatham Memorial Hospital,THPC
29,4,8,15,15,8,0,1,0,2,0,81,59,4,0,10/2/2020,22,340097,Hugh Chatham Memorial Hospital,THPC
0,28,91,58,91,23,0,3,22,2,13,717,566,63,33,10/21/2020,151,340002,Mission Health Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/24/2020,0,341316,Highlands Cashiers Hospital,MAHPC
0,9,38,17,27,39,3,7,2,6,0,331,310,29,10,10/7/2020,21,340115,FirstHealth Moore Regional Hospital,MCRHC
69,15,64,54,69,35,0,15,68,2,25,503,406,49,15,10/20/2020,97,340001,Atrium Health - Cabarrus,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/29/2020,18,340156,Cherokee Indian Hospital,MAHPC
58,3,19,9,9,11,1,11,0,2,0,78,68,16,0,10/9/2020,10,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
23,4,27,11,22,16,1,6,2,1,0,289,183,23,11,10/12/2020,106,340004,WFBMC- High Point MC,THPC
28,0,7,16,17,7,0,2,3,1,1,62,45,7,1,10/28/2020,17,340068,Columbus Regional Healthcare System,SHPR
5,1,9,8,12,0,0,2,0,0,0,95,75,8,4,10/2/2020,20,340016,Harris Hosptial,MAHPC
65,1,12,15,17,6,0,3,0,0,0,170,150,11,2,10/14/2020,20,340173,Wake Medical Center Cary,CapRAC
32,8,21,36,45,31,0,6,0,0,6,277,143,13,9,10/31/2020,134,340147,Nash Health Care System,EHPC
,,,,,,,,,,,,,,,10/18/2020,,101,Naval Medical Center Camp Lejeune,SHPR
23,3,27,9,22,14,0,4,3,3,0,287,180,24,13,10/15/2020,107,340004,WFBMC- High Point MC,THPC
0,3,8,6,8,3,0,0,1,1,0,116,46,5,2,10/8/2020,70,340064,WFBMC - Wilkes Regional MC,THPC
63,5,17,27,43,28,0,0,1,2,1,250,116,12,16,10/24/2020,134,340010,Wayne UNC Health Care,EHPC
9,36,180,116,134,16,0,6,0,3,6,457,351,144,18,10/30/2020,106,340114,UNC Rex Hospital,MCRHC
429,37,62,96,120,16,2,6,2,1,21,764,589,25,24,10/2/2020,175,340141,New Hanover Regional MC,SHPR
30,2,8,7,12,6,0,1,0,0,0,77,55,6,5,10/21/2020,22,340132,Maria Parham Medical Center,DHPC
44,12,121,102,189,28,2,10,80,6,41,871,722,109,87,10/3/2020,149,340113,Atrium Health - Main,MHPC
,,,,,,,,,,,,,,,10/18/2020,,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
12,4,6,11,12,0,0,0,5,0,2,70,53,2,1,10/14/2020,17,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,0,0,1,1,0,0,0,0,0,0,8,6,0,0,10/8/2020,2,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
,,,,,,,,,,,,,,,10/6/2020,,340024,Sampson Regional Medical Center,MCRHC
0,2,8,0,8,1,0,0,5,1,3,112,43,6,8,10/7/2020,69,340064,WFBMC - Wilkes Regional MC,THPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/21/2020,18,340156,Cherokee Indian Hospital,MAHPC
30,1,8,10,12,3,0,1,0,2,0,77,56,7,2,10/5/2020,21,340132,Maria Parham Medical Center,DHPC
277,37,111,60,130,27,1,10,1,2,0,871,827,74,70,10/14/2020,44,340030,Duke University Hospital,DHPC
35,0,16,12,26,26,0,10,5,5,2,200,134,16,14,10/6/2020,66,340143,Catawba Valley Medical Center,THPC
8,0,0,5,5,0,0,0,0,0,0,17,15,0,0,10/13/2020,2,341324,The Outer Banks Hospital,EHPC
64,2,15,20,25,2,0,1,0,0,0,182,140,13,5,10/4/2020,42,340073,Duke Raleigh Hospital,DHPC
0,0,0,2,2,0,0,0,1,0,0,15,5,0,0,10/18/2020,10,340084,Atrium Health - Anson,MHPC
,,,,,,,,,,,,,,,10/3/2020,,101,Naval Medical Center Camp Lejeune,SHPR
37,6,12,12,14,0,0,1,3,0,3,142,133,6,2,10/16/2020,9,340042,Onslow Memorial Hospital,EHPC
4,1,8,6,6,4,0,2,0,0,1,53,35,7,0,10/30/2020,18,340115,FirstHealth Richmond Memorial Hospital,MCRHC
82,0,10,12,17,62,0,10,8,4,0,61,61,10,5,10/27/2020,0,340091,Women's Hospital,THPC
136,7,76,93,123,18,0,10,1,0,3,522,460,69,30,10/1/2020,62,340069,Wake Medical Center,CapRAC
51,2,16,11,15,1,0,1,4,1,3,154,106,14,4,10/10/2020,48,340039,Iredell Health System,THPC
44,9,14,9,9,10,0,1,0,2,0,163,117,5,0,10/14/2020,46,340151,Vidant - North,EHPC
32,48,181,114,134,11,0,6,10,2,28,431,300,133,20,10/4/2020,131,340114,UNC Rex Hospital,MCRHC
22,21,59,28,34,13,0,6,0,1,2,177,118,38,6,10/15/2020,59,340090,Johnston UNC Health Care,CapRAC
25,0,8,14,14,1,0,1,1,0,1,88,62,8,0,10/25/2020,26,340144,Davis Regional MC,THPC
12,0,0,2,2,0,0,0,0,0,0,6,2,0,0,10/6/2020,4,341304,Vidant Bertie Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,14,12,0,0,10/30/2020,2,341317,LifeBright Community Hospital of Stokes,THPC
18,1,14,35,39,12,0,6,30,1,12,176,128,13,4,10/22/2020,48,340130,Atrium Health - Union,MHPC
11,2,10,17,18,9,2,4,0,1,0,54,44,8,1,10/7/2020,10,340186,Vidant Beaufort Hospital,EHPC
4,2,8,6,6,11,0,3,2,1,1,53,42,6,0,10/6/2020,11,340115,FirstHealth Richmond Memorial Hospital,MCRHC
31,0,4,24,24,1,1,0,1,0,1,66,48,4,0,10/17/2020,18,340014,Novant Health - Forsyth MC,THPC
22,19,59,29,34,18,0,10,0,3,4,177,115,40,5,10/17/2020,62,340090,Johnston UNC Health Care,CapRAC
65,0,12,14,17,7,0,3,1,0,2,170,143,12,3,10/7/2020,27,340173,Wake Medical Center Cary,CapRAC
0,4,22,46,51,21,0,3,4,2,0,269,173,18,5,10/7/2020,96,340015,Novant Health - Rowan Medical Center,THPC
11,15,74,32,57,7,1,2,27,1,4,617,429,59,25,10/6/2020,188,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
16,3,10,12,12,3,0,2,0,0,0,110,68,7,0,10/4/2020,42,340184,Haywood Hospital,MAHPC
0,0,0,15,15,0,0,0,0,0,0,38,20,0,0,10/30/2020,18,340148,Novant Health - Medical Park Hospital,THPC
,,,,,,,,,,,,,,,10/28/2020,,100,Durham VA,DHPC
8,4,8,4,5,0,0,0,4,1,2,32,21,4,1,10/31/2020,11,340071,Harnett Health - Central Harnett Hospital,CapRAC
29,0,5,23,26,16,0,2,1,2,0,114,83,5,3,10/16/2020,31,340158,Novant Health - Brunswick MC,SHPR
29,2,5,24,26,8,1,3,0,0,0,114,69,3,2,10/29/2020,45,340158,Novant Health - Brunswick MC,SHPR
429,25,62,90,120,27,1,8,1,3,30,764,604,37,30,10/29/2020,160,340141,New Hanover Regional MC,SHPR
20,5,16,6,13,21,0,3,0,0,0,138,130,11,7,10/4/2020,8,340126,Wilson Medical Center,EHPC
177,35,131,51,105,34,0,13,2,6,0,942,619,96,54,10/13/2020,323,340047,Wake Forest Baptist MC – Winston Campus,THPC
10,6,10,11,12,0,0,0,0,0,0,89,66,4,1,10/30/2020,23,340142,Carteret General Hospital,EHPC
31,6,21,38,45,28,1,7,13,2,12,277,138,15,7,10/5/2020,139,340147,Nash Health Care System,EHPC
44,0,6,5,7,3,0,2,1,0,0,88,72,6,2,10/8/2020,16,340023,Park Ridge Health (Advent Health),MAHPC
12,4,6,11,12,0,0,1,3,1,1,70,61,2,1,10/1/2020,9,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
11,0,10,17,18,4,0,3,0,1,0,54,41,10,1,10/3/2020,13,340186,Vidant Beaufort Hospital,EHPC
16,0,13,8,13,18,0,6,0,1,0,104,82,13,5,10/9/2020,22,340008,Scotland Health Care System,MHPC
429,31,62,89,120,35,0,9,1,3,21,764,592,31,31,10/17/2020,172,340141,New Hanover Regional MC,SHPR
63,8,16,32,43,18,0,0,7,4,1,248,130,8,11,10/1/2020,118,340010,Wayne UNC Health Care,EHPC
0,0,0,0,0,0,0,0,0,0,0,37,15,0,0,10/3/2020,22,340187,WFBMC- Davie MC,THPC
16,0,17,7,13,22,0,7,0,4,0,104,89,17,6,10/8/2020,15,340008,Scotland Health Care System,MHPC
30,3,8,11,12,3,0,0,0,0,0,77,54,5,1,10/14/2020,23,340132,Maria Parham Medical Center,DHPC
10,4,10,11,12,1,1,2,1,1,0,89,85,6,1,10/21/2020,4,340142,Carteret General Hospital,EHPC
0,0,1,3,4,3,0,0,1,1,3,25,20,1,1,10/31/2020,5,340087,McDowell Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,0,18,12,0,0,10/14/2020,6,341307,Pender Memorial Hospital,SHPR
10,4,10,15,16,6,0,0,17,0,5,84,50,6,1,10/20/2020,34,340119,Atrium Health - Stanly,MHPC
18,8,20,20,22,4,0,0,11,2,6,220,131,12,2,10/22/2020,89,340070,Alamance Regional Medical Center,MCRHC
18,3,30,36,48,17,0,8,37,3,18,281,233,27,12,10/25/2020,48,340098,Atrium Health - Pineville,MHPC
85,0,8,13,17,58,3,8,1,6,0,58,58,8,4,10/12/2020,0,340091,Women's Hospital,THPC
59,3,10,34,40,3,0,0,1,0,1,246,165,7,6,10/17/2020,81,340171,Novant Health - Matthews,MHPC
12,5,12,7,11,1,0,3,0,1,0,97,55,7,4,10/11/2020,42,340129,Lake Norman Regional Medical Center,MHPC
13,10,20,28,29,0,0,0,22,0,8,219,131,10,1,10/25/2020,88,340113,Atrium Health - Main,MHPC
10,0,8,7,9,0,0,1,0,0,0,70,60,8,2,10/25/2020,10,340099,Vidant Roanoke Chowan Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,10/26/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
281,5,48,0,0,29,1,5,14,2,1,795,637,43,0,10/27/2020,158,340053,Novant Health - Presbyterian,MHPC
36,0,10,18,18,8,0,5,15,0,5,113,72,10,0,10/8/2020,41,340145,Atrium Health - Lincoln,MHPC
,,,,,,,,,,,,,,,10/31/2020,,340023,Park Ridge Health (Advent Health),MAHPC
22,20,59,32,34,9,0,6,7,0,14,177,114,39,2,10/1/2020,63,340090,Johnston UNC Health Care,CapRAC
10,35,181,115,134,15,0,4,2,0,5,459,357,146,19,10/14/2020,102,340114,UNC Rex Hospital,MCRHC
0,2,8,5,8,2,0,1,1,0,1,111,41,6,3,10/3/2020,70,340064,WFBMC - Wilkes Regional MC,THPC
0,0,0,2,2,0,0,0,0,0,0,6,4,0,0,10/11/2020,2,341320,Alleghany Memorial Hospital,THPC
12,2,6,11,12,0,0,2,7,2,5,68,55,4,1,10/29/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
25,2,8,14,14,2,0,2,0,0,0,88,61,6,0,10/23/2020,27,340144,Davis Regional MC,THPC
5,0,0,0,1,0,0,0,1,0,1,12,10,0,1,10/13/2020,2,341314,Washington Regional Medical Center,EHPC
60,19,120,100,181,63,0,14,0,6,0,888,815,101,81,10/17/2020,73,340040,Vidant Medical Center,EHPC
11,0,10,15,18,12,0,5,0,2,0,54,52,10,3,10/18/2020,2,340186,Vidant Beaufort Hospital,EHPC
23,4,25,18,22,11,0,3,1,1,0,290,179,21,4,10/19/2020,111,340004,WFBMC- High Point MC,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/16/2020,12,341327,Dosher Memorial Hospital,SHPR
12,0,4,4,4,2,0,3,0,2,0,29,25,4,0,10/28/2020,4,341318,Vidant Chowan Hospital,EHPC
0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,10/23/2020,1,341323,Cannon Hospital,MAHPC
23,1,20,9,10,1,0,0,13,0,1,152,130,19,1,10/12/2020,22,340091,Cone Health Wesley Long Hospital,THPC
0,8,10,9,17,6,0,1,12,1,12,125,39,2,8,10/13/2020,86,340013,Rutherford Regional Hospital,MAHPC
20,4,16,10,16,30,0,7,0,0,0,138,132,12,6,10/21/2020,6,340126,Wilson Medical Center,EHPC
0,0,10,5,7,2,1,3,3,2,0,78,54,10,2,10/29/2020,24,340003,Northern Regional Hospital,THPC
0,4,4,3,3,2,0,0,0,0,0,27,22,0,0,10/15/2020,5,341315,Cape Fear Valley Bladen Hospital,SHPR
0,4,38,9,27,46,2,9,0,4,0,331,321,34,18,10/29/2020,10,340115,FirstHealth Moore Regional Hospital,MCRHC
12,0,6,10,12,0,0,2,4,0,2,68,55,6,2,10/6/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
5,1,9,8,12,0,0,2,0,0,0,95,70,8,4,10/31/2020,25,340016,Harris Hosptial,MAHPC
0,4,14,19,26,1,0,0,1,1,2,261,134,10,7,10/21/2020,127,340027,UNC Lenoir Hospital,EHPC
,,,,,,,,,,,,,,,10/28/2020,,102,Womack Army Medical Center,MCRHC
56,2,8,10,10,4,0,0,0,0,0,68,24,6,0,10/2/2020,44,340024,Sampson Regional Medical Center,MCRHC
12,0,4,2,4,7,0,3,0,0,0,29,26,4,2,10/22/2020,3,341318,Vidant Chowan Hospital,EHPC
0,0,0,2,2,0,0,0,6,0,1,15,10,0,0,10/23/2020,5,340084,Atrium Health - Anson,MHPC
58,7,19,8,9,6,0,6,0,0,0,79,61,12,1,10/1/2020,18,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
0,7,22,42,51,19,0,5,2,3,0,269,172,15,9,10/19/2020,97,340015,Novant Health - Rowan Medical Center,THPC
36,0,10,20,20,18,0,2,19,2,4,113,81,10,0,10/12/2020,32,340145,Atrium Health - Lincoln,MHPC
12,2,6,10,12,0,0,1,5,0,1,72,54,4,2,10/3/2020,18,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
4,2,8,3,6,7,0,2,1,0,0,53,32,6,3,10/16/2020,21,340115,FirstHealth Richmond Memorial Hospital,MCRHC
10,5,10,13,16,1,1,0,8,0,0,84,47,5,3,10/22/2020,37,340119,Atrium Health - Stanly,MHPC
29,4,8,15,15,2,0,0,0,0,0,81,42,4,0,10/10/2020,39,340097,Hugh Chatham Memorial Hospital,THPC
,,,,,,,,,,,,,,,10/8/2020,,340068,Columbus Regional Healthcare System,SHPR
,,,,,,,,,,,,,,,10/8/2020,,100,Durham VA,DHPC
7,1,9,10,10,8,0,4,5,0,2,34,32,8,0,10/30/2020,2,340120,Vidant Duplin Hospital,EHPC
16,2,10,12,12,3,0,0,2,1,2,110,76,8,0,10/26/2020,34,340184,Haywood Hospital,MAHPC
16,0,4,6,6,2,0,0,0,0,0,20,17,4,0,10/24/2020,3,341311,UNC Chatham Hospital,MCRHC
23,4,25,13,22,11,0,5,0,1,0,298,190,21,9,10/2/2020,108,340004,WFBMC- High Point MC,THPC
41,16,22,37,37,7,0,1,0,0,0,147,42,6,0,10/31/2020,105,340017,Pardee Hospital,MAHPC
72,0,8,5,6,1,0,2,0,1,0,53,51,8,1,10/26/2020,2,340020,Central Carolina Hospital,CapRAC
11,6,13,19,25,4,0,0,1,1,0,155,80,7,6,10/27/2020,75,340085,Novant Health - Thomasville MC,THPC
63,3,17,27,43,19,1,0,2,3,2,249,140,14,16,10/14/2020,109,340010,Wayne UNC Health Care,EHPC
22,17,58,30,34,17,0,6,0,0,6,176,111,41,4,10/26/2020,65,340090,Johnston UNC Health Care,CapRAC
1,0,0,2,2,0,0,0,0,0,0,17,10,0,0,10/26/2020,7,341305,Swain Hospital,MAHPC
0,6,6,2,2,0,0,0,0,0,0,19,7,0,0,10/26/2020,12,341322,St. Lukes Hospital,MAHPC
23,1,8,6,9,12,0,1,1,1,1,60,57,7,3,10/9/2020,3,340107,Vidant Edgecombe Hospital,EHPC
24,3,8,30,33,3,0,0,22,2,3,126,91,5,3,10/6/2020,35,340166,Atrium Health - University,MHPC
0,0,0,2,2,3,0,0,2,0,0,32,9,0,0,10/1/2020,23,341329,Blue Ridge Regional Hospital,MAHPC
10,1,7,18,18,0,0,0,1,0,0,77,44,6,0,10/17/2020,33,340190,Novant Health - Mint Hill,THPC
29,1,8,15,15,5,0,1,0,2,0,81,45,7,0,10/19/2020,36,340097,Hugh Chatham Memorial Hospital,THPC
0,1,8,7,8,4,0,1,2,2,1,116,44,7,1,10/11/2020,72,340064,WFBMC - Wilkes Regional MC,THPC
24,0,8,32,33,3,0,0,22,0,6,126,95,8,1,10/8/2020,31,340166,Atrium Health - University,MHPC
143,5,65,28,52,37,0,5,4,2,29,623,501,60,24,10/9/2020,122,340028,Cape Fear Valley Medical Center,MCRHC
32,8,21,35,45,36,2,7,0,1,7,277,144,13,10,10/29/2020,133,340147,Nash Health Care System,EHPC
88,0,8,13,17,55,0,8,1,7,0,55,55,8,4,10/14/2020,0,340091,Women's Hospital,THPC
16,0,0,3,3,2,0,0,1,0,1,55,29,0,0,10/3/2020,26,340069,Wake Medical Center,CapRAC
10,4,6,8,8,0,0,0,0,0,0,48,38,2,0,10/25/2020,10,340127,Granville Health System,DHPC
41,14,22,34,37,2,0,0,0,0,3,147,52,8,3,10/25/2020,95,340017,Pardee Hospital,MAHPC
30,2,112,135,199,43,2,15,17,6,2,1037,773,110,64,10/9/2020,264,340014,Novant Health - Forsyth MC,THPC
49,0,8,18,21,5,0,2,0,0,0,264,142,8,3,10/18/2020,122,340183,Novant Health - Huntersville,MHPC
10,0,8,8,9,0,0,1,0,0,0,72,60,8,1,10/16/2020,12,340099,Vidant Roanoke Chowan Hospital,EHPC
,,,,,,,,,,,,,,,10/4/2020,,102,Womack Army Medical Center,MCRHC
57,3,12,10,10,0,0,0,2,0,0,53,39,9,0,10/6/2020,14,340091,Cone Health Annie Penn Hospital,THPC
,,,,,,,,,,,,,,,10/14/2020,,340013,Rutherford Regional Hospital,MAHPC
72,0,8,5,6,1,0,1,0,0,0,53,53,8,1,10/11/2020,0,340020,Central Carolina Hospital,CapRAC
31,8,21,42,45,32,0,7,3,3,12,277,127,13,3,10/9/2020,150,340147,Nash Health Care System,EHPC
58,9,19,8,9,8,0,7,0,3,0,82,54,10,1,10/4/2020,28,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
136,14,76,96,123,30,1,11,0,0,5,522,450,62,27,10/15/2020,72,340069,Wake Medical Center,CapRAC
0,12,38,20,27,33,0,7,1,6,2,331,313,26,7,10/1/2020,18,340115,FirstHealth Moore Regional Hospital,MCRHC
