Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
,,,,,,,,,,,,,,,8/26/2020,,340099,Vidant Roanoke Chowan Hospital,EHPC
,,,,,,,,,,,,,,,9/14/2020,,340159,Person Memorial Hospital,DHPC
41,17,22,37,37,3,0,1,3,0,1,148,49,5,0,8/30/2020,99,340017,Pardee Hospital,MAHPC
12,5,27,23,39,28,0,5,3,2,3,186,144,22,16,9/19/2020,42,340032,CaroMont Health,MHPC
11,0,0,2,2,0,0,0,0,0,0,12,3,0,0,9/26/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
,,,,,,,,,,,,,,,9/5/2020,,340159,Person Memorial Hospital,DHPC
65,4,12,14,17,7,0,2,1,0,2,170,140,8,3,9/21/2020,30,340173,Wake Medical Center Cary,CapRAC
72,0,8,5,6,0,0,0,0,0,0,43,41,8,1,9/12/2020,2,340020,Central Carolina Hospital,CapRAC
0,25,91,59,91,21,0,7,29,3,37,712,588,66,32,10/1/2020,124,340002,Mission Health Hospital,MAHPC
,,,,,,,,,,,,,,,9/1/2020,,340020,Central Carolina Hospital,CapRAC
0,3,10,7,7,0,0,0,1,0,0,78,41,7,0,9/25/2020,37,340003,Northern Regional Hospital,THPC
0,5,6,2,2,1,0,0,0,0,0,25,7,1,0,9/5/2020,18,341322,St. Lukes Hospital,MAHPC
11,0,0,2,2,0,0,0,0,0,0,12,3,0,0,9/19/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
281,10,48,120,186,30,2,8,10,4,2,803,675,38,66,8/27/2020,128,340053,Novant Health - Presbyterian,MHPC
20,5,23,52,56,24,0,3,0,3,0,309,221,18,4,9/30/2020,88,340131,CarolinaEast Medical Center,EHPC
0,4,4,3,3,2,0,0,0,0,0,27,16,0,0,8/26/2020,11,341315,Cape Fear Valley Bladen Hospital,SHPR
5,0,0,0,1,0,0,0,0,0,0,12,10,0,1,9/28/2020,2,341314,Washington Regional Medical Center,EHPC
22,25,59,27,34,16,0,3,10,1,10,177,110,34,7,10/10/2020,67,340090,Johnston UNC Health Care,CapRAC
57,4,12,9,10,0,0,0,2,0,0,53,41,8,1,9/28/2020,12,340091,Cone Health Annie Penn Hospital,THPC
277,3,95,70,130,21,0,12,0,2,1,845,827,92,60,9/14/2020,18,340030,Duke University Hospital,DHPC
10,8,10,12,12,2,0,1,2,2,2,89,70,2,0,10/8/2020,19,340142,Carteret General Hospital,EHPC
11,3,13,20,25,5,0,0,1,1,0,155,82,10,5,10/9/2020,73,340085,Novant Health - Thomasville MC,THPC
429,37,62,97,120,30,0,5,3,7,18,764,601,25,23,10/7/2020,163,340141,New Hanover Regional MC,SHPR
143,17,65,33,52,41,0,8,5,1,15,627,458,48,19,8/29/2020,169,340028,Cape Fear Valley Medical Center,MCRHC
29,5,8,15,15,5,0,0,0,0,0,81,45,3,0,9/11/2020,36,340097,Hugh Chatham Memorial Hospital,THPC
44,13,121,110,188,32,0,11,97,5,27,871,716,108,78,9/28/2020,155,340113,Atrium Health - Main,MHPC
53,3,16,32,43,24,2,7,1,3,3,248,137,13,11,8/30/2020,111,340010,Wayne UNC Health Care,EHPC
18,3,20,17,22,1,0,0,15,0,0,220,137,17,5,9/4/2020,83,340070,Alamance Regional Medical Center,MCRHC
44,14,121,107,189,30,0,11,54,3,11,871,734,107,82,10/1/2020,137,340113,Atrium Health - Main,MHPC
37,3,12,8,14,0,0,2,4,0,5,142,139,9,6,9/11/2020,3,340042,Onslow Memorial Hospital,EHPC
22,12,59,30,34,13,0,5,14,1,14,177,121,47,4,10/12/2020,56,340090,Johnston UNC Health Care,CapRAC
0,0,0,2,2,3,0,0,0,0,1,32,9,0,0,10/2/2020,23,341329,Blue Ridge Regional Hospital,MAHPC
41,14,22,34,37,3,0,1,4,0,4,148,78,8,3,9/9/2020,70,340017,Pardee Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,1,18,13,0,0,9/25/2020,5,341307,Pender Memorial Hospital,SHPR
1,0,0,2,2,0,0,0,0,0,0,17,9,0,0,10/5/2020,8,341305,Swain Hospital,MAHPC
16,5,10,12,12,2,0,1,1,1,1,110,52,5,0,9/2/2020,58,340184,Haywood Hospital,MAHPC
96,0,6,16,17,47,1,6,0,0,0,47,47,6,1,9/5/2020,0,340091,Women's Hospital,THPC
27,0,6,4,4,5,0,4,0,0,0,63,36,6,0,9/14/2020,27,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
177,31,120,47,105,21,0,5,6,1,0,916,622,89,58,9/21/2020,294,340047,Wake Forest Baptist MC – Winston Campus,THPC
31,0,4,22,24,5,0,0,0,1,0,66,55,4,2,9/9/2020,11,340014,Novant Health - Forsyth MC,THPC
37,4,12,6,14,0,0,1,8,0,5,142,138,8,8,9/3/2020,4,340042,Onslow Memorial Hospital,EHPC
48,4,20,30,36,13,0,1,2,2,6,294,226,16,6,9/2/2020,68,340155,Duke Regional Hospital,DHPC
6,0,0,10,10,0,0,0,1,0,1,59,25,0,0,9/19/2020,34,340037,Atrium Health - Kings Mountain,MHPC
54,1,8,1,5,0,0,1,5,2,2,108,107,7,4,10/6/2020,1,340060,UNC Rockingham Hospital,THPC
12,1,6,11,13,4,0,0,3,2,4,68,58,5,2,9/25/2020,10,340068,Columbus Regional Healthcare System,SHPR
39,0,6,4,4,3,0,3,0,0,0,31,19,6,0,9/30/2020,12,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
16,1,7,13,13,18,0,6,1,2,1,84,60,6,0,9/4/2020,24,340008,Scotland Health Care System,MHPC
0,0,1,4,4,5,1,0,0,0,0,25,21,1,0,10/14/2020,4,340087,McDowell Hospital,MAHPC
0,0,0,0,0,0,0,0,1,0,0,14,7,0,0,8/26/2020,7,341317,LifeBright Community Hospital of Stokes,THPC
63,6,16,35,43,18,1,4,3,0,1,248,108,10,8,9/18/2020,140,340010,Wayne UNC Health Care,EHPC
143,5,65,27,52,34,0,6,9,3,18,612,498,60,25,10/2/2020,114,340028,Cape Fear Valley Medical Center,MCRHC
49,1,8,19,21,2,0,0,4,1,1,264,156,7,2,9/9/2020,108,340183,Novant Health - Huntersville,MHPC
0,0,0,0,15,0,0,0,1,0,0,38,20,0,15,9/17/2020,18,340148,Novant Health - Medical Park Hospital,THPC
49,1,8,20,21,3,0,0,3,1,1,264,151,7,1,8/27/2020,113,340183,Novant Health - Huntersville,MHPC
24,4,6,0,0,3,0,1,0,0,0,25,15,2,0,8/29/2020,10,341322,St. Lukes Hospital,MAHPC
0,12,17,0,9,0,0,0,0,0,0,112,40,5,9,8/27/2020,72,340096,WFBMC - Lexington MC,THPC
29,0,6,17,17,6,1,3,3,1,2,62,58,6,0,10/10/2020,4,340068,Columbus Regional Healthcare System,SHPR
10,2,6,8,8,2,0,2,0,0,0,48,35,4,0,9/8/2020,13,340127,Granville Health System,DHPC
36,5,10,18,18,4,0,3,11,0,4,113,62,5,0,8/26/2020,51,340145,Atrium Health - Lincoln,MHPC
20,4,16,6,14,23,0,2,0,0,0,114,109,12,8,9/9/2020,5,340126,Wilson Medical Center,EHPC
5,1,9,8,12,0,0,4,0,0,0,95,80,8,4,10/11/2020,15,340016,Harris Hosptial,MAHPC
203,43,112,64,94,50,0,6,43,8,2,853,575,69,30,8/31/2020,278,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
49,0,8,20,21,4,0,1,2,0,1,264,145,8,1,10/4/2020,119,340183,Novant Health - Huntersville,MHPC
12,0,6,10,12,0,0,2,6,0,2,70,56,6,2,9/8/2020,14,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
41,16,22,35,37,5,0,2,5,0,5,148,63,6,2,9/14/2020,85,340017,Pardee Hospital,MAHPC
24,0,8,29,33,1,0,0,12,0,6,126,103,8,4,10/2/2020,23,340166,Atrium Health - University,MHPC
13,10,20,23,27,0,0,0,0,0,0,219,128,10,4,9/9/2020,91,340113,Atrium Health - Main,MHPC
429,38,62,95,120,23,0,4,7,4,24,764,575,24,25,9/2/2020,189,340141,New Hanover Regional MC,SHPR
49,0,0,7,7,0,0,0,0,0,0,27,15,0,0,10/11/2020,12,341325,Ashe Memorial Hospital,THPC
0,5,14,16,26,1,0,6,1,1,1,261,88,9,10,9/13/2020,173,340027,UNC Lenoir Hospital,EHPC
,,,,,,,,,,,,,,,9/2/2020,,340023,Park Ridge Health (Advent Health),MAHPC
,,,,,,,,,,,,,,,9/1/2020,,341323,Cannon Hospital,MAHPC
0,2,9,3,3,3,1,0,0,2,2,30,19,7,0,9/1/2020,11,341319,Transylvania Regional Hospital,MAHPC
18,4,30,41,51,16,0,4,36,1,13,281,279,26,10,10/16/2020,2,340098,Atrium Health - Pineville,MHPC
0,29,91,61,91,22,0,5,35,2,41,717,564,62,30,9/9/2020,153,340002,Mission Health Hospital,MAHPC
18,2,6,5,7,5,0,0,1,0,0,18,16,4,2,10/13/2020,2,340133,Martin General Hospital,EHPC
49,0,8,21,21,7,0,1,0,0,0,264,158,8,0,9/29/2020,106,340183,Novant Health - Huntersville,MHPC
0,6,10,8,9,7,1,2,9,1,9,125,55,4,1,9/15/2020,70,340013,Rutherford Regional Hospital,MAHPC
0,1,9,3,3,1,0,0,2,0,0,37,17,8,0,10/5/2020,20,341326,Angel Medical Center,MAHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9/16/2020,0,341316,Highlands Cashiers Hospital,MAHPC
22,19,59,29,34,16,0,7,0,2,5,177,126,40,5,10/16/2020,51,340090,Johnston UNC Health Care,CapRAC
56,2,8,10,10,3,0,1,0,0,0,68,32,6,0,9/29/2020,36,340024,Sampson Regional Medical Center,MCRHC
35,0,16,15,26,21,0,8,5,3,2,200,118,16,11,10/5/2020,82,340143,Catawba Valley Medical Center,THPC
16,3,8,13,13,17,2,1,0,4,0,104,88,5,0,10/14/2020,16,340008,Scotland Health Care System,MHPC
1,0,0,2,2,0,0,0,0,0,0,17,10,0,0,9/10/2020,7,341305,Swain Hospital,MAHPC
35,0,16,12,26,25,0,11,4,0,0,200,141,16,14,10/7/2020,59,340143,Catawba Valley Medical Center,THPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9/27/2020,0,341316,Highlands Cashiers Hospital,MAHPC
23,3,25,15,22,14,0,9,2,2,0,280,166,22,7,9/21/2020,114,340004,WFBMC- High Point MC,THPC
41,13,22,33,37,6,0,2,9,0,3,148,74,9,4,9/29/2020,74,340017,Pardee Hospital,MAHPC
0,6,6,2,2,0,0,0,0,0,0,25,10,0,0,9/17/2020,15,341322,St. Lukes Hospital,MAHPC
12,8,27,19,39,22,0,1,9,1,8,186,156,19,20,9/16/2020,30,340032,CaroMont Health,MHPC
0,1,10,6,7,0,0,1,10,0,4,78,54,9,1,10/12/2020,24,340003,Northern Regional Hospital,THPC
0,5,17,0,7,0,0,0,0,0,0,112,56,12,7,10/13/2020,56,340096,WFBMC - Lexington MC,THPC
22,22,59,28,34,15,0,3,4,4,15,177,104,37,6,10/8/2020,73,340090,Johnston UNC Health Care,CapRAC
,,,,,,,,,,,,,,,8/27/2020,,340091,Cone Health Wesley Long Hospital,THPC
,,,,,,,,,,,,,,,8/30/2020,,341305,Swain Hospital,MAHPC
41,17,22,34,37,6,0,1,5,0,1,148,63,5,3,9/19/2020,85,340017,Pardee Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,8,7,0,0,10/3/2020,1,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
24,6,6,2,2,2,0,0,1,1,1,25,10,0,0,8/27/2020,15,341322,St. Lukes Hospital,MAHPC
,,,,,,,,,,,,,,,9/26/2020,,340159,Person Memorial Hospital,DHPC
44,12,121,101,188,46,0,16,89,3,13,871,726,109,87,9/15/2020,145,340113,Atrium Health - Main,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/2/2020,18,340156,Cherokee Indian Hospital,MAHPC
31,0,4,0,24,2,0,0,0,1,0,66,54,4,24,9/17/2020,12,340014,Novant Health - Forsyth MC,THPC
10,30,181,114,134,16,1,5,3,2,3,459,365,151,20,10/15/2020,94,340114,UNC Rex Hospital,MCRHC
8,0,0,4,4,0,0,0,0,0,3,17,16,0,0,9/1/2020,1,341324,The Outer Banks Hospital,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,1,0,0,10/4/2020,5,341320,Alleghany Memorial Hospital,THPC
0,2,8,25,35,0,0,0,0,0,0,93,57,6,10,10/2/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
12,7,12,10,11,1,0,0,2,1,0,97,30,5,1,9/22/2020,67,340129,Lake Norman Regional Medical Center,MHPC
30,7,112,131,199,38,1,15,15,1,5,1037,751,105,68,9/21/2020,286,340014,Novant Health - Forsyth MC,THPC
0,0,0,1,1,0,0,0,0,0,0,8,7,0,0,9/8/2020,1,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
44,10,121,94,188,38,0,12,65,1,32,871,827,111,94,10/16/2020,44,340113,Atrium Health - Main,MHPC
8,2,8,4,5,0,0,2,11,0,2,34,32,6,1,10/3/2020,2,340071,Harnett Health - Central Harnett Hospital,CapRAC
2,1,12,22,26,5,0,2,4,1,4,87,60,11,4,8/29/2020,27,340041,UNC- Caldwell Memorial Hospital,THPC
33,2,6,4,4,6,0,4,0,0,0,63,28,4,0,9/12/2020,35,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
41,14,22,32,37,10,0,1,1,0,6,148,66,8,5,9/27/2020,82,340017,Pardee Hospital,MAHPC
,,,,,,,,,,,,,,,9/1/2020,,100,Durham VA,DHPC
72,0,8,5,6,0,0,1,0,0,0,53,53,8,1,9/29/2020,0,340020,Central Carolina Hospital,CapRAC
4,3,8,6,6,9,0,2,0,1,0,53,35,5,0,9/16/2020,18,340115,FirstHealth Richmond Memorial Hospital,MCRHC
30,2,8,9,12,5,1,2,0,1,0,77,56,6,3,9/15/2020,21,340132,Maria Parham Medical Center,DHPC
56,3,8,9,10,5,0,2,0,0,0,68,24,5,1,9/4/2020,44,340024,Sampson Regional Medical Center,MCRHC
31,2,4,24,24,0,0,0,2,0,1,66,52,2,0,10/13/2020,14,340014,Novant Health - Forsyth MC,THPC
277,0,73,71,130,27,0,7,1,3,3,853,795,73,59,9/25/2020,58,340030,Duke University Hospital,DHPC
5,0,0,0,1,0,0,0,0,0,0,12,8,0,1,9/17/2020,4,341314,Washington Regional Medical Center,EHPC
30,6,112,142,199,42,1,16,12,5,3,1037,774,106,57,10/2/2020,263,340014,Novant Health - Forsyth MC,THPC
36,4,10,17,18,7,0,0,14,3,4,113,60,6,1,9/16/2020,53,340145,Atrium Health - Lincoln,MHPC
21,3,20,5,10,1,0,0,7,0,0,154,118,17,5,10/3/2020,36,340091,Cone Health Wesley Long Hospital,THPC
10,1,18,38,43,20,1,6,13,4,3,203,139,17,5,10/10/2020,64,340021,Atrium Health - Cleveland,MHPC
6,0,4,6,7,1,0,1,1,0,0,16,12,4,1,8/31/2020,4,340133,Martin General Hospital,EHPC
30,1,8,10,12,4,1,1,0,2,0,77,55,7,2,9/14/2020,22,340132,Maria Parham Medical Center,DHPC
69,25,64,59,67,29,1,5,45,3,12,503,389,39,8,9/25/2020,114,340001,Atrium Health - Cabarrus,MHPC
22,25,59,33,34,5,0,1,9,0,16,177,95,34,1,9/16/2020,82,340090,Johnston UNC Health Care,CapRAC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,10/9/2020,4,341320,Alleghany Memorial Hospital,THPC
,,,,,,,,,,,,,,,9/5/2020,,340039,Iredell Health System,THPC
7,0,0,4,4,0,0,0,0,0,2,18,15,0,0,8/30/2020,3,341307,Pender Memorial Hospital,SHPR
0,8,22,43,51,16,0,5,1,2,0,269,171,14,8,9/25/2020,98,340015,Novant Health - Rowan Medical Center,THPC
73,4,12,8,11,1,0,3,0,1,0,109,49,8,3,10/5/2020,60,340129,Lake Norman Regional Medical Center,MHPC
21,2,20,6,10,1,0,0,4,0,1,154,108,18,4,10/4/2020,46,340091,Cone Health Wesley Long Hospital,THPC
0,4,10,7,7,0,0,0,0,0,0,78,50,6,0,9/26/2020,28,340003,Northern Regional Hospital,THPC
13,5,10,10,12,0,0,0,1,0,0,100,71,5,2,8/27/2020,29,340184,Haywood Hospital,MAHPC
136,10,76,93,123,28,0,7,4,1,4,522,460,66,30,9/22/2020,62,340069,Wake Medical Center,CapRAC
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,9/22/2020,18,341327,Dosher Memorial Hospital,SHPR
0,5,25,21,27,35,0,8,0,24,31,295,170,20,6,9/9/2020,125,340050,Southeastern Regional Medical Center,DHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9/26/2020,0,341316,Highlands Cashiers Hospital,MAHPC
49,1,8,19,21,6,0,2,0,2,0,264,156,7,2,10/16/2020,108,340183,Novant Health - Huntersville,MHPC
4,14,46,24,34,32,0,8,3,2,2,392,337,32,10,8/26/2020,55,340115,FirstHealth Moore Regional Hospital,MCRHC
63,3,17,33,43,21,0,0,5,1,2,249,148,14,10,10/10/2020,101,340010,Wayne UNC Health Care,EHPC
2,2,12,23,26,7,0,4,8,0,4,87,63,10,3,9/9/2020,24,340041,UNC- Caldwell Memorial Hospital,THPC
41,18,22,36,37,4,0,1,2,0,3,148,56,4,1,9/5/2020,92,340017,Pardee Hospital,MAHPC
0,0,5,2,2,3,0,2,0,0,0,12,12,5,0,10/5/2020,0,341322,St. Lukes Hospital,MAHPC
2,1,12,22,26,5,0,1,0,2,2,86,63,11,4,10/15/2020,23,340041,UNC- Caldwell Memorial Hospital,THPC
64,0,15,17,25,7,0,3,1,1,1,181,146,15,8,9/14/2020,35,340073,Duke Raleigh Hospital,DHPC
36,1,20,7,10,1,0,0,9,0,0,139,113,19,3,9/7/2020,26,340091,Cone Health Wesley Long Hospital,THPC
12,0,6,11,12,5,0,1,4,0,2,70,61,6,1,8/27/2020,9,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,4,22,40,51,23,0,3,3,3,0,269,173,18,11,8/27/2020,96,340015,Novant Health - Rowan Medical Center,THPC
16,1,10,12,12,1,0,0,0,0,0,110,88,9,0,10/10/2020,22,340184,Haywood Hospital,MAHPC
0,0,0,1,1,0,0,0,0,1,0,8,6,0,0,10/10/2020,2,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
,,,,,,,,,,,,,,,9/26/2020,,340109,Sentara Albemarle Medical Center,EHPC
6,0,0,10,10,0,0,0,2,0,0,59,33,0,0,9/30/2020,26,340037,Atrium Health - Kings Mountain,MHPC
7,1,9,8,10,6,0,4,2,0,0,34,30,8,2,9/22/2020,4,340120,Vidant Duplin Hospital,EHPC
29,3,8,15,15,7,0,1,0,0,0,81,61,5,0,10/6/2020,20,340097,Hugh Chatham Memorial Hospital,THPC
429,26,62,85,120,20,1,8,6,4,29,764,578,36,35,9/15/2020,186,340141,New Hanover Regional MC,SHPR
13,12,20,28,29,0,0,0,28,0,8,219,143,8,1,10/15/2020,76,340113,Atrium Health - Main,MHPC
22,27,59,28,34,8,1,4,4,0,10,177,87,32,6,10/3/2020,90,340090,Johnston UNC Health Care,CapRAC
44,1,6,7,7,0,0,0,0,0,0,88,50,5,0,9/23/2020,38,340023,Park Ridge Health (Advent Health),MAHPC
18,0,14,22,31,25,0,10,13,4,8,176,127,14,9,9/4/2020,49,340130,Atrium Health - Union,MHPC
0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,9/19/2020,22,340187,WFBMC- Davie MC,THPC
20,6,23,49,56,18,0,4,0,3,0,309,234,17,7,9/19/2020,75,340131,CarolinaEast Medical Center,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,5,0,0,9/23/2020,1,341320,Alleghany Memorial Hospital,THPC
281,8,48,102,187,23,1,5,5,3,0,827,673,40,85,9/29/2020,154,340053,Novant Health - Presbyterian,MHPC
18,2,6,6,7,3,0,2,2,0,1,18,16,4,1,9/7/2020,2,340133,Martin General Hospital,EHPC
37,5,12,11,14,0,0,1,4,0,0,142,126,7,3,10/3/2020,16,340042,Onslow Memorial Hospital,EHPC
0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,9/26/2020,0,341323,Cannon Hospital,MAHPC
20,1,10,10,12,4,0,4,0,0,0,99,71,9,2,9/17/2020,28,340142,Carteret General Hospital,EHPC
49,1,8,0,20,1,0,0,4,0,0,264,147,7,20,9/15/2020,117,340183,Novant Health - Huntersville,MHPC
60,12,120,67,120,53,0,7,0,2,38,888,829,108,53,9/10/2020,59,340040,Vidant Medical Center,EHPC
22,20,57,31,34,4,0,1,7,1,18,175,110,37,3,9/15/2020,65,340090,Johnston UNC Health Care,CapRAC
26,2,10,14,16,0,0,4,4,0,4,110,8,8,2,9/19/2020,102,340109,Sentara Albemarle Medical Center,EHPC
0,3,10,6,7,5,0,3,3,0,1,111,78,7,1,8/27/2020,33,340003,Northern Regional Hospital,THPC
29,1,8,15,15,7,0,2,0,1,0,81,52,7,0,9/25/2020,29,340097,Hugh Chatham Memorial Hospital,THPC
12,2,27,36,47,63,0,2,0,11,4,427,382,25,11,10/13/2020,45,340032,CaroMont Health,MHPC
21,1,20,7,10,1,0,0,6,0,3,154,131,19,3,10/6/2020,23,340091,Cone Health Wesley Long Hospital,THPC
,,,,,,,,,,,,,,,9/3/2020,,341323,Cannon Hospital,MAHPC
24,1,8,27,29,0,0,0,22,0,3,142,111,7,2,8/27/2020,31,340166,Atrium Health - University,MHPC
44,4,6,7,7,1,0,1,1,0,0,88,53,2,0,9/17/2020,35,340023,Park Ridge Health (Advent Health),MAHPC
12,0,4,3,4,8,0,4,0,1,0,29,18,4,1,10/15/2020,11,341318,Vidant Chowan Hospital,EHPC
18,0,14,21,30,17,0,8,23,2,12,176,116,14,9,9/20/2020,60,340130,Atrium Health - Union,MHPC
10,1,10,15,16,2,0,0,13,0,2,84,56,9,1,10/5/2020,28,340119,Atrium Health - Stanly,MHPC
29,1,5,0,26,3,0,0,0,0,0,114,69,4,26,9/22/2020,45,340158,Novant Health - Brunswick MC,SHPR
0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,10/1/2020,4,341320,Alleghany Memorial Hospital,THPC
,,,,,,,,,,,,,,,9/8/2020,,341318,Vidant Chowan Hospital,EHPC
59,1,10,35,39,4,0,0,4,1,2,246,165,9,4,10/6/2020,81,340171,Novant Health - Matthews,MHPC
12,4,6,12,12,0,0,3,6,1,0,70,54,2,0,9/13/2020,16,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
,,,,,,,,,,,,,,,10/2/2020,,340184,Haywood Hospital,MAHPC
23,0,8,7,9,11,0,2,1,2,1,60,57,8,2,10/8/2020,3,340107,Vidant Edgecombe Hospital,EHPC
64,2,15,18,25,1,0,1,0,0,1,184,150,13,7,10/8/2020,34,340073,Duke Raleigh Hospital,DHPC
0,2,8,19,35,0,0,0,1,0,0,93,56,6,16,10/10/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
18,0,30,37,51,17,0,6,40,1,11,281,242,30,14,10/7/2020,39,340098,Atrium Health - Pineville,MHPC
5,0,0,0,1,1,0,0,0,0,0,12,8,0,1,10/15/2020,4,341314,Washington Regional Medical Center,EHPC
25,11,24,15,24,11,0,6,0,0,0,204,150,13,9,9/18/2020,54,340116,Frye Regional MC,THPC
53,6,16,35,43,22,1,4,4,2,3,248,123,10,8,9/16/2020,125,340010,Wayne UNC Health Care,EHPC
44,18,121,102,188,35,0,11,72,4,24,871,714,103,86,9/19/2020,157,340113,Atrium Health - Main,MHPC
0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,9/2/2020,4,341317,LifeBright Community Hospital of Stokes,THPC
0,2,10,6,7,0,0,2,2,0,1,78,50,8,1,10/6/2020,28,340003,Northern Regional Hospital,THPC
12,1,6,13,13,5,0,1,2,0,1,68,50,5,0,10/4/2020,18,340068,Columbus Regional Healthcare System,SHPR
0,6,10,5,9,3,0,4,2,3,2,125,41,4,4,10/4/2020,84,340013,Rutherford Regional Hospital,MAHPC
8,0,0,5,5,0,0,0,1,0,0,17,13,0,0,9/22/2020,4,341324,The Outer Banks Hospital,EHPC
277,0,62,53,130,25,0,8,0,3,1,850,790,62,77,10/2/2020,60,340030,Duke University Hospital,DHPC
25,5,8,10,14,0,0,1,0,0,0,88,40,3,4,9/8/2020,48,340144,Davis Regional MC,THPC
26,1,10,13,16,9,0,2,7,0,7,99,80,9,3,8/27/2020,19,340109,Sentara Albemarle Medical Center,EHPC
16,8,24,34,44,22,1,0,38,4,11,262,154,16,10,8/26/2020,108,340021,Atrium Health - Cleveland,MHPC
37,6,12,11,14,0,0,1,1,0,2,142,127,6,3,10/5/2020,15,340042,Onslow Memorial Hospital,EHPC
10,0,6,8,8,0,0,3,1,3,0,48,41,6,0,10/7/2020,7,340127,Granville Health System,DHPC
24,2,8,28,29,0,0,0,9,0,2,135,86,6,1,9/5/2020,49,340166,Atrium Health - University,MHPC
31,5,21,39,45,34,0,10,3,3,5,277,137,16,6,10/4/2020,140,340147,Nash Health Care System,EHPC
12,0,4,3,4,7,0,4,0,0,0,29,21,4,1,10/14/2020,8,341318,Vidant Chowan Hospital,EHPC
48,2,14,33,36,5,0,0,0,0,1,276,211,12,3,9/19/2020,65,340155,Duke Regional Hospital,DHPC
20,3,10,12,12,1,0,1,1,0,0,99,99,7,0,8/28/2020,0,340142,Carteret General Hospital,EHPC
69,8,64,53,69,31,1,10,55,2,27,503,449,56,16,10/16/2020,54,340001,Atrium Health - Cabarrus,MHPC
7,0,9,9,10,0,1,0,5,0,2,34,34,9,1,9/29/2020,0,340120,Vidant Duplin Hospital,EHPC
7,0,9,9,10,3,0,2,2,0,2,34,29,9,1,9/24/2020,5,340120,Vidant Duplin Hospital,EHPC
5,0,0,0,1,0,0,0,0,0,0,12,9,0,1,9/29/2020,3,341314,Washington Regional Medical Center,EHPC
12,3,10,9,12,8,0,4,0,0,0,100,91,7,3,10/13/2020,9,340051,Watauga Medical Center,THPC
0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,8/28/2020,12,340156,Cherokee Indian Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,10/5/2020,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
60,22,120,67,120,53,0,7,0,2,38,888,815,98,53,9/13/2020,73,340040,Vidant Medical Center,EHPC
10,0,8,8,9,0,0,2,0,0,0,72,61,8,1,10/14/2020,11,340099,Vidant Roanoke Chowan Hospital,EHPC
0,0,0,2,2,0,0,0,0,0,0,15,6,0,0,9/23/2020,9,340084,Atrium Health - Anson,MHPC
0,3,8,7,8,1,0,1,2,0,0,116,40,5,1,10/6/2020,76,340064,WFBMC - Wilkes Regional MC,THPC
0,0,1,4,4,3,0,0,4,0,1,25,19,1,0,8/29/2020,6,340087,McDowell Hospital,MAHPC
25,2,8,13,14,3,0,3,0,1,0,88,64,6,1,9/24/2020,24,340144,Davis Regional MC,THPC
1,0,0,2,2,0,0,0,0,0,0,17,7,0,0,9/28/2020,10,341305,Swain Hospital,MAHPC
