Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
41,16,22,37,37,3,0,1,2,0,9,147,67,6,0,11/3/2020,80,340017,Pardee Hospital,MAHPC
6,0,0,6,6,1,0,0,6,0,2,59,30,0,0,12/2/2020,29,340037,Atrium Health - Kings Mountain,MHPC
49,0,8,13,22,43,0,6,0,6,0,264,152,8,9,1/23/2021,112,340183,Novant Health - Huntersville,MHPC
0,10,38,7,27,81,2,11,2,12,0,331,299,28,20,1/20/2021,32,340115,FirstHealth Moore Regional Hospital,MCRHC
10,1,7,17,18,7,0,2,0,1,0,77,41,6,1,12/11/2020,36,340190,Novant Health - Mint Hill,THPC
12,5,10,8,13,24,0,8,0,8,0,96,82,5,5,12/28/2020,14,340051,Watauga Medical Center,THPC
44,8,14,7,9,14,0,1,0,2,0,163,96,6,2,12/15/2020,67,340151,Vidant - North,EHPC
0,0,0,2,2,5,0,0,1,0,0,32,4,0,0,12/18/2020,28,341329,Blue Ridge Regional Hospital,MAHPC
48,0,17,26,36,51,0,8,0,4,1,271,212,17,10,1/23/2021,59,340155,Duke Regional Hospital,DHPC
8,3,8,5,5,5,1,0,8,1,2,32,26,5,0,11/27/2020,6,340071,Harnett Health - Central Harnett Hospital,CapRAC
31,0,4,19,24,20,0,4,2,1,0,97,93,4,5,1/25/2021,4,340014,Novant Health - Forsyth MC,THPC
0,0,1,4,4,6,0,0,3,2,5,25,19,1,0,1/30/2021,6,340087,McDowell Hospital,MAHPC
16,0,0,3,3,4,0,0,1,0,1,55,20,0,0,11/27/2020,35,340069,Wake Medical Center,CapRAC
0,0,0,0,0,0,0,0,0,0,0,50,21,0,0,1/21/2021,29,340187,WFBMC- Davie MC,THPC
49,0,8,22,22,15,0,5,0,2,0,264,160,8,0,11/1/2020,104,340183,Novant Health - Huntersville,MHPC
277,4,119,55,130,78,2,25,0,8,1,864,827,115,75,12/14/2020,37,340030,Duke University Hospital,DHPC
51,7,20,16,22,54,1,1,1,13,0,212,131,13,6,1/15/2021,81,340070,Alamance Regional Medical Center,MCRHC
51,1,16,10,21,57,0,11,0,4,0,154,108,15,11,1/10/2021,46,340039,Iredell Health System,THPC
20,4,16,9,17,37,0,7,0,0,0,138,131,12,8,12/31/2020,7,340126,Wilson Medical Center,EHPC
10,1,18,31,41,45,0,12,21,5,6,203,148,17,10,1/2/2021,55,340021,Atrium Health - Cleveland,MHPC
58,9,19,13,15,23,2,4,0,4,0,77,72,10,2,1/27/2021,5,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
48,5,17,29,36,34,1,4,0,4,3,275,195,12,7,1/1/2021,80,340155,Duke Regional Hospital,DHPC
20,3,6,1,4,2,0,2,4,0,1,18,15,3,3,11/2/2020,3,340159,Person Memorial Hospital,DHPC
0,1,9,10,10,2,0,0,0,1,1,37,16,8,0,11/24/2020,21,341326,Angel Medical Center,MAHPC
11,5,13,22,25,4,0,1,1,2,0,155,82,8,3,11/11/2020,73,340085,Novant Health - Thomasville MC,THPC
0,0,10,5,7,6,0,4,0,6,0,78,75,10,2,12/3/2020,3,340003,Northern Regional Hospital,THPC
59,1,10,36,41,23,0,1,5,2,2,246,164,9,5,12/7/2020,82,340171,Novant Health - Matthews,MHPC
21,8,59,19,34,55,0,18,0,6,16,177,134,51,15,1/15/2021,43,340090,Johnston UNC Health Care,CapRAC
10,1,18,30,41,37,0,7,20,2,6,203,154,17,11,12/7/2020,49,340021,Atrium Health - Cleveland,MHPC
13,14,20,30,33,5,0,1,21,0,5,219,122,6,3,11/25/2020,97,340113,Atrium Health - Main,MHPC
10,2,10,15,16,3,0,2,7,1,4,84,29,8,1,11/15/2020,55,340119,Atrium Health - Stanly,MHPC
29,0,12,6,17,86,1,12,1,8,0,87,87,12,11,1/27/2021,0,340091,Women's Hospital,THPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,1/21/2021,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,4,4,3,3,1,0,0,0,0,0,27,19,0,0,1/31/2021,8,341315,Cape Fear Valley Bladen Hospital,SHPR
0,0,1,3,4,3,0,0,2,0,0,25,18,1,1,11/3/2020,7,340087,McDowell Hospital,MAHPC
16,5,10,12,12,7,0,1,3,0,3,110,85,5,0,11/10/2020,25,340184,Haywood Hospital,MAHPC
10,3,10,11,12,16,0,1,1,1,0,89,75,7,1,1/11/2021,14,340142,Carteret General Hospital,EHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/16/2020,18,340156,Cherokee Indian Hospital,MAHPC
12,0,0,2,2,0,0,0,0,0,0,6,4,0,0,1/7/2021,2,341304,Vidant Bertie Hospital,EHPC
44,0,6,4,7,0,0,6,0,0,0,88,64,6,3,1/1/2021,24,340023,Park Ridge Health (Advent Health),MAHPC
18,-2,30,33,54,71,2,22,27,5,8,281,240,32,21,12/29/2020,41,340098,Atrium Health - Pineville,MHPC
1,0,0,2,2,0,0,0,0,0,0,12,6,0,0,12/1/2020,6,341305,Swain Hospital,MAHPC
0,12,38,16,27,84,7,10,0,9,0,331,286,26,11,1/15/2021,45,340115,FirstHealth Moore Regional Hospital,MCRHC
20,0,6,4,4,7,0,3,0,1,0,18,16,6,0,1/15/2021,2,340159,Person Memorial Hospital,DHPC
18,1,6,6,7,0,0,1,0,0,0,18,16,5,1,1/26/2021,2,340133,Martin General Hospital,EHPC
14,0,10,17,18,5,0,1,0,1,0,54,43,10,1,11/21/2020,11,340186,Vidant Beaufort Hospital,EHPC
11,7,13,21,25,14,0,5,0,0,0,155,67,6,4,11/22/2020,88,340085,Novant Health - Thomasville MC,THPC
30,9,21,39,45,42,0,8,0,4,7,277,149,12,6,1/21/2021,128,340147,Nash Health Care System,EHPC
29,1,5,25,26,12,0,1,2,3,0,114,72,4,1,12/7/2020,42,340158,Novant Health - Brunswick MC,SHPR
23,2,8,7,9,5,0,2,1,3,5,60,48,6,2,11/7/2020,12,340107,Vidant Edgecombe Hospital,EHPC
20,3,6,4,4,2,0,1,4,0,1,18,13,3,0,12/16/2020,5,340159,Person Memorial Hospital,DHPC
44,2,6,5,7,0,0,1,0,0,0,88,65,4,2,12/5/2020,23,340023,Park Ridge Health (Advent Health),MAHPC
41,13,22,34,37,30,1,5,2,2,7,153,87,9,3,12/29/2020,66,340017,Pardee Hospital,MAHPC
44,2,6,3,7,0,0,4,0,0,0,88,57,4,4,1/8/2021,31,340023,Park Ridge Health (Advent Health),MAHPC
5,1,4,11,11,0,0,0,0,0,0,56,44,3,0,11/23/2020,12,340123,Randolph Hospital,THPC
0,0,0,1,1,2,0,0,0,0,0,8,8,0,0,1/25/2021,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,0,0,2,2,2,0,0,1,0,1,15,9,0,0,11/21/2020,6,340084,Atrium Health - Anson,MHPC
16,6,10,10,12,8,0,0,0,1,0,110,64,4,2,12/13/2020,46,340184,Haywood Hospital,MAHPC
8,0,0,5,5,5,0,0,4,2,3,17,17,0,0,11/17/2020,0,341324,The Outer Banks Hospital,EHPC
18,5,30,47,54,38,0,9,41,0,13,281,246,25,7,12/2/2020,35,340098,Atrium Health - Pineville,MHPC
56,1,8,10,10,9,0,3,0,3,0,67,30,7,0,12/7/2020,37,340024,Sampson Regional Medical Center,MCRHC
14,2,10,16,18,4,0,1,0,1,0,54,52,8,2,11/18/2020,2,340186,Vidant Beaufort Hospital,EHPC
0,5,22,48,51,9,0,2,3,0,1,269,182,17,3,11/3/2020,87,340015,Novant Health - Rowan Medical Center,THPC
0,0,0,1,1,1,0,0,0,0,0,8,5,0,0,1/5/2021,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
16,1,4,6,6,4,0,0,0,0,1,20,17,3,0,11/13/2020,3,341311,UNC Chatham Hospital,MCRHC
6,0,0,6,6,0,0,0,1,0,0,59,35,0,0,12/5/2020,24,340037,Atrium Health - Kings Mountain,MHPC
20,2,16,3,14,38,1,8,0,0,0,138,136,14,11,12/10/2020,2,340126,Wilson Medical Center,EHPC
31,0,4,22,24,9,0,3,0,3,0,71,61,4,2,11/23/2020,10,340014,Novant Health - Forsyth MC,THPC
0,4,6,4,4,0,0,0,0,0,0,31,14,2,0,11/29/2020,17,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
14,0,0,5,5,0,0,0,3,3,0,17,10,0,0,11/25/2020,7,341324,The Outer Banks Hospital,EHPC
18,0,8,26,35,42,1,6,17,1,1,134,81,8,9,1/18/2021,53,340166,Atrium Health - University,MHPC
0,4,4,4,4,1,0,0,0,0,2,49,15,0,0,11/6/2020,34,340188,Cape Fear Valley Hoke Hospital,MCRHC
64,1,15,22,25,36,0,4,0,2,1,182,154,14,3,1/18/2021,28,340073,Duke Raleigh Hospital,DHPC
0,8,10,8,9,3,0,2,12,1,10,125,37,2,1,11/17/2020,88,340013,Rutherford Regional Hospital,MAHPC
49,1,8,18,22,8,1,2,1,1,0,264,132,7,4,12/3/2020,132,340183,Novant Health - Huntersville,MHPC
10,0,6,8,8,9,0,4,0,0,0,53,47,6,0,1/23/2021,6,340127,Granville Health System,DHPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,1/31/2021,3,341323,Cannon Hospital,MAHPC
24,2,8,31,32,3,0,0,14,1,3,126,80,6,1,11/1/2020,46,340166,Atrium Health - University,MHPC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,1/16/2021,4,341320,Alleghany Memorial Hospital,THPC
0,4,4,4,4,5,0,0,0,0,0,49,20,0,0,12/14/2020,29,340188,Cape Fear Valley Hoke Hospital,MCRHC
22,7,59,21,34,41,1,16,0,4,7,177,128,52,13,1/31/2021,49,340090,Johnston UNC Health Care,CapRAC
16,3,4,6,6,2,0,0,0,2,2,25,11,1,0,1/29/2021,14,341311,UNC Chatham Hospital,MCRHC
5,0,0,0,1,0,0,0,1,0,1,12,10,0,1,12/2/2020,2,341314,Washington Regional Medical Center,EHPC
21,4,20,19,22,18,0,1,16,5,4,161,108,16,3,12/6/2020,53,340070,Alamance Regional Medical Center,MCRHC
64,1,15,20,25,22,0,3,0,0,0,180,179,14,5,12/3/2020,1,340073,Duke Raleigh Hospital,DHPC
0,4,4,3,3,0,0,0,0,0,0,27,20,0,0,11/11/2020,7,341315,Cape Fear Valley Bladen Hospital,SHPR
51,4,16,13,15,25,0,8,0,2,0,154,108,12,2,11/21/2020,46,340039,Iredell Health System,THPC
58,-1,19,14,15,16,1,15,0,7,0,81,61,20,1,12/22/2020,20,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
13,12,20,23,34,25,1,9,12,0,5,216,135,8,11,1/26/2021,81,340113,Atrium Health - Main,MHPC
35,1,16,16,26,22,1,5,3,4,2,200,124,15,10,11/7/2020,76,340143,Catawba Valley Medical Center,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/9/2020,12,341327,Dosher Memorial Hospital,SHPR
0,0,0,2,2,2,0,0,0,2,0,4,-2,0,0,1/12/2021,6,341320,Alleghany Memorial Hospital,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,1/26/2021,12,341327,Dosher Memorial Hospital,SHPR
0,7,25,27,27,27,0,5,0,3,0,295,161,18,0,12/20/2020,134,340050,Southeastern Regional Medical Center,DHPC
36,2,10,18,22,10,0,4,9,0,5,113,69,8,4,11/7/2020,44,340145,Atrium Health - Lincoln,MHPC
12,0,0,2,2,0,0,0,0,0,0,6,4,0,0,12/14/2020,2,341304,Vidant Bertie Hospital,EHPC
49,1,8,19,22,12,0,1,0,2,0,264,143,7,3,11/15/2020,121,340183,Novant Health - Huntersville,MHPC
27,0,0,13,13,0,0,0,0,0,0,42,26,0,0,11/6/2020,16,340014,Novant Health - Forsyth MC,THPC
51,1,16,9,21,45,0,12,0,2,0,154,112,15,12,1/19/2021,42,340039,Iredell Health System,THPC
12,0,4,4,4,7,0,4,0,1,0,29,25,4,0,1/6/2021,4,341318,Vidant Chowan Hospital,EHPC
14,0,0,6,6,1,0,0,3,0,0,17,9,0,0,12/23/2020,8,341324,The Outer Banks Hospital,EHPC
0,0,6,4,4,8,0,0,0,0,0,31,24,6,0,1/3/2021,7,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,2,14,28,41,35,1,0,0,4,0,261,117,12,13,1/1/2021,144,340027,UNC Lenoir Hospital,EHPC
,,,,,,,,,,,,,,,11/5/2020,,340039,Iredell Health System,THPC
20,5,23,49,56,42,0,5,0,6,0,309,240,18,7,12/30/2020,69,340131,CarolinaEast Medical Center,EHPC
24,0,8,30,34,16,0,3,15,0,7,126,112,8,4,12/9/2020,14,340166,Atrium Health - University,MHPC
20,2,6,4,4,3,0,3,1,1,0,18,10,4,0,12/21/2020,8,340159,Person Memorial Hospital,DHPC
36,3,10,21,22,11,0,1,12,1,5,113,58,7,1,11/18/2020,55,340145,Atrium Health - Lincoln,MHPC
12,2,12,8,11,22,1,6,0,2,0,97,58,10,3,1/6/2021,39,340129,Lake Norman Regional Medical Center,MHPC
13,0,0,0,0,2,0,0,0,2,0,18,5,0,0,1/31/2021,13,340156,Cherokee Indian Hospital,MAHPC
0,6,18,0,8,6,0,0,0,0,0,113,50,12,8,11/5/2020,63,340096,WFBMC - Lexington MC,THPC
14,0,0,6,6,5,0,0,0,0,0,17,17,0,0,1/14/2021,0,341324,The Outer Banks Hospital,EHPC
0,13,38,22,27,45,0,9,1,7,0,331,298,25,5,12/1/2020,33,340115,FirstHealth Moore Regional Hospital,MCRHC
0,3,14,25,41,26,1,0,0,0,0,261,124,11,16,1/19/2021,137,340027,UNC Lenoir Hospital,EHPC
16,1,8,8,13,21,0,5,0,1,0,104,80,7,5,12/27/2020,24,340008,Scotland Health Care System,MHPC
0,3,9,3,3,11,1,5,2,2,2,30,20,6,0,1/18/2021,10,341319,Transylvania Regional Hospital,MAHPC
7,1,9,10,10,6,0,3,3,1,2,34,33,8,0,11/5/2020,1,340120,Vidant Duplin Hospital,EHPC
11,0,0,2,2,0,0,0,0,0,0,12,6,0,0,11/23/2020,6,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
12,0,0,2,2,0,0,0,0,0,0,6,5,0,0,1/3/2021,1,341304,Vidant Bertie Hospital,EHPC
10,0,8,9,9,3,0,2,1,3,1,84,73,8,0,11/29/2020,11,340099,Vidant Roanoke Chowan Hospital,EHPC
13,0,0,0,0,0,0,0,0,0,0,18,6,0,0,12/27/2020,12,340156,Cherokee Indian Hospital,MAHPC
1,0,0,2,2,0,0,0,0,0,0,17,11,0,0,1/17/2021,6,341305,Swain Hospital,MAHPC
25,1,8,12,14,8,0,3,1,0,1,88,53,7,2,1/28/2021,35,340144,Davis Regional MC,THPC
0,6,27,29,47,86,0,7,1,5,0,406,345,21,18,12/20/2020,61,340032,CaroMont Health,MHPC
18,0,14,29,39,17,0,4,30,2,12,176,148,14,10,11/9/2020,28,340130,Atrium Health - Union,MHPC
30,11,106,147,230,173,5,41,17,20,0,982,750,95,83,12/22/2020,232,340014,Novant Health - Forsyth MC,THPC
51,0,16,8,21,48,0,10,0,8,0,154,106,16,13,1/12/2021,48,340039,Iredell Health System,THPC
36,1,10,20,22,19,0,7,9,1,3,113,83,9,2,12/17/2020,30,340145,Atrium Health - Lincoln,MHPC
12,0,0,2,2,0,0,0,0,0,0,6,5,0,0,1/29/2021,1,341304,Vidant Bertie Hospital,EHPC
29,1,5,25,26,9,1,0,2,1,1,114,75,4,1,12/16/2020,39,340158,Novant Health - Brunswick MC,SHPR
23,0,28,16,22,26,0,13,1,2,0,296,213,28,6,12/2/2020,83,340004,WFBMC- High Point MC,THPC
13,0,0,0,0,1,0,0,2,1,2,18,9,0,0,1/9/2021,9,340156,Cherokee Indian Hospital,MAHPC
10,0,10,5,9,4,0,3,0,0,0,90,86,10,4,12/22/2020,4,340099,Vidant Roanoke Chowan Hospital,EHPC
37,2,12,8,14,16,1,3,0,3,0,142,139,10,6,12/15/2020,3,340042,Onslow Memorial Hospital,EHPC
20,3,23,51,56,35,0,6,0,8,0,309,226,20,5,12/10/2020,83,340131,CarolinaEast Medical Center,EHPC
281,6,48,91,189,47,0,10,9,4,0,795,633,42,98,11/18/2020,162,340053,Novant Health - Presbyterian,MHPC
30,4,8,9,12,11,0,2,0,0,0,77,44,4,3,12/11/2020,33,340132,Maria Parham Medical Center,DHPC
0,2,9,3,3,4,0,0,0,0,0,37,13,7,0,12/14/2020,24,341326,Angel Medical Center,MAHPC
0,8,27,34,47,128,2,12,0,4,0,406,332,19,13,1/8/2021,74,340032,CaroMont Health,MHPC
26,1,6,4,4,8,0,3,0,0,0,31,24,5,0,1/14/2021,7,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
49,0,0,5,5,1,0,0,0,0,0,27,14,0,0,11/9/2020,13,341325,Ashe Memorial Hospital,THPC
0,4,9,3,3,2,0,0,0,0,1,37,5,5,0,11/4/2020,32,341326,Angel Medical Center,MAHPC
54,6,16,17,36,28,1,9,3,5,4,104,70,10,19,12/15/2020,34,340109,Sentara Albemarle Medical Center,EHPC
44,5,6,6,7,1,0,0,0,0,0,88,47,1,1,11/20/2020,41,340023,Park Ridge Health (Advent Health),MAHPC
7,1,9,10,10,6,0,3,1,1,0,34,27,8,0,12/12/2020,7,340120,Vidant Duplin Hospital,EHPC
44,1,6,6,7,0,0,4,0,0,0,88,57,5,1,1/21/2021,31,340023,Park Ridge Health (Advent Health),MAHPC
7,0,0,4,4,0,0,0,1,0,0,18,16,0,0,1/13/2021,2,341307,Pender Memorial Hospital,SHPR
12,0,12,7,10,24,1,5,0,3,0,97,67,12,3,12/23/2020,30,340129,Lake Norman Regional Medical Center,MHPC
11,0,0,2,2,1,0,0,0,0,0,12,8,0,0,12/30/2020,4,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
5,0,4,8,11,0,0,0,0,0,0,55,37,4,3,12/17/2020,18,340123,Randolph Hospital,THPC
8,4,8,4,5,0,0,1,6,0,5,30,23,4,1,11/6/2020,7,340071,Harnett Health - Central Harnett Hospital,CapRAC
0,5,14,16,26,20,2,0,0,6,0,261,110,9,10,12/11/2020,151,340027,UNC Lenoir Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12/10/2020,0,341316,Highlands Cashiers Hospital,MAHPC
20,3,6,3,4,1,0,1,0,0,0,18,6,3,1,11/14/2020,12,340159,Person Memorial Hospital,DHPC
74,6,12,9,10,13,0,1,0,1,0,53,36,6,1,1/25/2021,17,340091,Cone Health Annie Penn Hospital,THPC
5,0,0,3,1,0,0,0,0,0,0,12,3,0,-2,12/12/2020,9,341314,Washington Regional Medical Center,EHPC
10,0,18,28,41,23,0,7,27,2,10,203,140,18,13,11/3/2020,63,340021,Atrium Health - Cleveland,MHPC
26,2,6,4,4,4,0,3,0,0,0,31,23,4,0,1/20/2021,8,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,1,4,4,4,18,0,0,1,4,7,49,28,3,0,1/3/2021,21,340188,Cape Fear Valley Hoke Hospital,MCRHC
44,13,121,106,188,45,0,15,86,3,29,871,797,108,82,11/4/2020,74,340113,Atrium Health - Main,MHPC
10,0,10,17,21,12,1,6,6,2,2,84,46,10,4,1/28/2021,38,340119,Atrium Health - Stanly,MHPC
0,0,0,1,1,0,0,0,0,0,0,8,4,0,0,11/11/2020,4,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
20,3,16,5,14,35,2,8,0,0,0,138,131,13,9,12/11/2020,7,340126,Wilson Medical Center,EHPC
0,0,0,1,1,0,0,0,0,0,0,14,6,0,0,11/3/2020,8,341317,LifeBright Community Hospital of Stokes,THPC
0,2,10,6,7,12,0,2,0,2,0,78,47,8,1,11/26/2020,31,340003,Northern Regional Hospital,THPC
12,6,10,9,13,15,0,6,0,1,0,96,67,4,4,11/27/2020,29,340051,Watauga Medical Center,THPC
0,0,0,1,1,0,0,0,0,0,0,14,2,0,0,1/25/2021,12,341317,LifeBright Community Hospital of Stokes,THPC
0,0,0,0,0,0,0,0,0,0,0,47,24,0,0,1/6/2021,23,340187,WFBMC- Davie MC,THPC
0,1,9,2,3,12,0,5,2,0,3,30,25,8,1,1/25/2021,5,341319,Transylvania Regional Hospital,MAHPC
72,0,8,6,6,10,0,1,0,1,0,53,53,8,0,1/3/2021,0,340020,Central Carolina Hospital,CapRAC
16,0,4,6,6,5,0,2,1,0,1,20,19,4,0,11/22/2020,1,341311,UNC Chatham Hospital,MCRHC
29,3,5,26,26,4,0,0,1,0,0,114,75,2,0,11/10/2020,39,340158,Novant Health - Brunswick MC,SHPR
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,12/9/2020,18,341327,Dosher Memorial Hospital,SHPR
54,2,8,5,5,0,0,1,7,0,2,107,105,6,0,11/27/2020,2,340060,UNC Rockingham Hospital,THPC
26,0,6,17,17,9,0,3,3,2,3,62,59,6,0,11/4/2020,3,340068,Columbus Regional Healthcare System,SHPR
18,1,14,28,39,11,0,1,33,1,12,176,140,13,11,11/6/2020,36,340130,Atrium Health - Union,MHPC
57,2,12,9,10,3,0,0,6,2,1,53,44,10,1,11/18/2020,9,340091,Cone Health Annie Penn Hospital,THPC
12,3,12,8,11,2,0,3,2,0,2,97,51,9,3,11/8/2020,46,340129,Lake Norman Regional Medical Center,MHPC
0,0,1,3,4,4,0,0,5,0,2,25,21,1,1,12/8/2020,4,340087,McDowell Hospital,MAHPC
0,0,8,3,8,9,0,3,0,1,0,110,52,8,5,11/15/2020,58,340064,WFBMC - Wilkes Regional MC,THPC
37,6,12,8,14,21,0,3,0,3,0,142,134,6,6,12/14/2020,8,340042,Onslow Memorial Hospital,EHPC
137,13,74,37,57,84,1,12,37,3,2,549,442,61,20,1/2/2021,107,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
77,0,12,9,10,10,0,0,7,3,0,53,53,12,1,12/24/2020,0,340091,Cone Health Annie Penn Hospital,THPC
0,3,9,2,3,1,0,1,1,0,1,30,17,6,1,12/13/2020,13,341319,Transylvania Regional Hospital,MAHPC
12,2,10,7,13,1,0,5,0,1,0,96,78,8,6,11/21/2020,18,340051,Watauga Medical Center,THPC
177,39,131,47,105,56,0,16,2,9,0,905,585,92,58,12/11/2020,320,340047,Wake Forest Baptist MC – Winston Campus,THPC
36,0,10,26,26,36,1,7,2,5,1,113,83,10,0,1/19/2021,30,340145,Atrium Health - Lincoln,MHPC
10,1,18,26,41,50,0,12,9,4,4,203,140,17,15,12/23/2020,63,340021,Atrium Health - Cleveland,MHPC
29,3,6,14,17,21,0,3,1,4,1,62,56,3,3,1/24/2021,6,340068,Columbus Regional Healthcare System,SHPR
0,20,91,54,91,36,0,8,18,6,15,712,565,71,37,11/13/2020,147,340002,Mission Health Hospital,MAHPC
12,4,10,9,13,16,0,5,0,4,0,96,82,6,4,12/15/2020,14,340051,Watauga Medical Center,THPC
66,0,6,15,17,77,1,6,18,10,0,77,77,6,2,11/14/2020,0,340091,Women's Hospital,THPC
69,16,64,49,66,87,4,18,24,8,8,503,350,48,17,12/27/2020,153,340001,Atrium Health - Cabarrus,MHPC
0,4,14,26,41,30,0,0,0,4,0,261,115,10,15,1/17/2021,146,340027,UNC Lenoir Hospital,EHPC
0,1,8,22,35,0,0,0,0,0,0,93,57,7,13,12/4/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,7,22,47,51,11,1,3,1,0,0,269,180,15,4,11/5/2020,89,340015,Novant Health - Rowan Medical Center,THPC
20,1,6,4,4,2,0,2,2,0,0,18,11,5,0,11/20/2020,7,340159,Person Memorial Hospital,DHPC
1,0,0,2,2,0,0,0,0,0,0,17,10,0,0,12/29/2020,7,341305,Swain Hospital,MAHPC
45,4,20,9,10,50,0,4,1,2,0,167,130,16,1,1/14/2021,37,340091,Cone Health Wesley Long Hospital,THPC
11,0,0,2,2,2,0,0,0,1,0,12,10,0,0,1/19/2021,2,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
6,0,0,10,10,0,0,0,5,0,1,59,34,0,0,11/1/2020,25,340037,Atrium Health - Kings Mountain,MHPC
10,4,10,16,16,6,0,2,19,0,10,84,27,6,0,11/18/2020,57,340119,Atrium Health - Stanly,MHPC
4,2,8,3,6,16,1,5,0,2,0,53,30,6,3,1/16/2021,23,340115,FirstHealth Richmond Memorial Hospital,MCRHC
54,1,8,4,5,0,0,1,6,3,2,107,106,7,1,12/9/2020,1,340060,UNC Rockingham Hospital,THPC
0,0,0,1,1,1,0,0,0,1,0,8,7,0,0,1/17/2021,1,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,0,0,0,0,0,0,0,0,0,0,46,20,0,0,1/8/2021,26,340187,WFBMC- Davie MC,THPC
10,0,10,5,9,3,0,7,0,3,0,88,79,10,4,12/5/2020,9,340099,Vidant Roanoke Chowan Hospital,EHPC
0,4,6,2,2,0,0,0,0,0,0,19,8,2,0,11/24/2020,11,341322,St. Lukes Hospital,MAHPC
,,,,,,,,,,,,,,,12/19/2020,,100,Durham VA,DHPC
0,0,10,16,17,19,1,2,0,3,0,78,68,10,1,1/15/2021,10,340003,Northern Regional Hospital,THPC
0,2,10,4,13,28,0,12,0,3,0,96,76,8,9,1/14/2021,20,340051,Watauga Medical Center,THPC
429,33,76,87,120,54,4,12,3,2,12,769,561,43,33,11/27/2020,208,340141,New Hanover Regional MC,SHPR
16,4,10,11,12,17,0,2,0,0,0,110,75,6,1,1/26/2021,35,340184,Haywood Hospital,MAHPC
35,0,16,6,26,68,0,14,4,4,3,200,140,16,20,12/14/2020,60,340143,Catawba Valley Medical Center,THPC
32,4,21,37,45,55,0,8,1,8,14,277,168,17,8,1/12/2021,109,340147,Nash Health Care System,EHPC
0,0,0,2,2,1,0,0,6,1,1,15,8,0,0,11/20/2020,7,340084,Atrium Health - Anson,MHPC
177,14,125,45,127,87,2,27,6,17,2,818,651,111,82,1/14/2021,167,340047,Wake Forest Baptist MC – Winston Campus,THPC
0,4,9,3,3,1,0,1,3,0,1,30,17,5,0,11/26/2020,13,341319,Transylvania Regional Hospital,MAHPC
31,0,4,21,24,16,0,3,3,2,1,71,65,4,3,12/15/2020,6,340014,Novant Health - Forsyth MC,THPC
56,2,8,10,10,8,0,3,0,1,0,67,28,6,0,12/18/2020,39,340024,Sampson Regional Medical Center,MCRHC
18,6,30,44,53,46,1,13,32,10,14,281,231,24,9,12/11/2020,50,340098,Atrium Health - Pineville,MHPC
58,3,19,6,9,18,0,18,0,1,0,85,64,16,3,11/29/2020,21,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,12/1/2020,18,340156,Cherokee Indian Hospital,MAHPC
30,2,8,10,12,6,0,1,0,0,0,77,52,6,2,11/16/2020,25,340132,Maria Parham Medical Center,DHPC
29,5,8,15,15,19,0,0,0,5,0,81,55,3,0,12/28/2020,26,340097,Hugh Chatham Memorial Hospital,THPC
25,7,24,11,24,40,0,11,0,2,0,204,178,17,13,1/18/2021,26,340116,Frye Regional MC,THPC
0,2,14,29,41,28,2,0,0,10,0,261,120,12,12,1/5/2021,141,340027,UNC Lenoir Hospital,EHPC
